tanggal,jam,srcip,jumlah_koneksi,jumlah_tujuan_unik,jumlah_port_unik,tcp,udp,total_data,average_datasize,dns,web,app,other
2026-07-23,00:00,192.168.2.120,8,3,1,2,6,7488,936.0,0,8,0,0
2026-07-23,00:00,192.168.2.139,9,7,1,4,5,6532,725.78,0,9,0,0
2026-07-23,00:00,192.168.2.145,5,3,1,1,4,5122,1024.4,0,5,0,0
2026-07-23,00:00,192.168.2.165,3,1,1,3,0,132,44.0,0,3,0,0
2026-07-23,00:00,192.168.2.191,63,33,2,44,19,24308,385.84,1,62,0,0
2026-07-23,00:00,192.168.2.195,3,3,1,1,2,2566,855.33,0,3,0,0
2026-07-23,01:00,192.168.2.120,4,1,1,0,4,4912,1228.0,0,4,0,0
2026-07-23,01:00,192.168.2.145,3,2,1,0,3,3784,1261.33,0,3,0,0
2026-07-23,01:00,192.168.2.165,2,1,1,2,0,88,44.0,0,2,0,0
2026-07-23,01:00,192.168.2.191,109,31,6,55,54,51667,474.01,15,80,14,0
2026-07-23,01:00,192.168.2.195,24,16,1,12,12,15906,662.75,0,24,0,0
2026-07-23,02:00,192.168.2.120,11,4,1,4,7,8936,812.36,0,11,0,0
2026-07-23,02:00,192.168.2.145,4,3,1,0,4,5062,1265.5,0,4,0,0
2026-07-23,02:00,192.168.2.165,3,1,1,3,0,132,44.0,0,3,0,0
2026-07-23,02:00,192.168.2.191,49,23,3,24,25,26528,541.39,0,38,11,0
2026-07-23,03:00,192.168.2.120,78,32,3,46,32,41460,531.54,0,77,1,0
2026-07-23,03:00,192.168.2.139,53,31,2,29,24,27707,522.77,0,52,1,0
2026-07-23,03:00,192.168.2.145,97,37,2,56,41,49046,505.63,0,96,1,0
2026-07-23,03:00,192.168.2.165,3,1,1,3,0,132,44.0,0,3,0,0
2026-07-23,03:00,192.168.2.191,146,42,7,50,96,72597,497.24,20,66,60,0
2026-07-23,03:00,192.168.2.195,103,43,3,49,54,48588,471.73,7,95,1,0
2026-07-23,04:00,192.168.2.120,6,3,1,2,4,5032,838.67,0,6,0,0
2026-07-23,04:00,192.168.2.139,41,20,2,22,19,25404,619.61,0,40,1,0
2026-07-23,04:00,192.168.2.145,7,5,1,2,5,6410,915.71,0,7,0,0
2026-07-23,04:00,192.168.2.165,2,1,1,2,0,88,44.0,0,2,0,0
2026-07-23,04:00,192.168.2.191,19,13,4,11,8,9486,499.26,0,15,2,2
2026-07-23,04:00,192.168.2.195,524,60,6,60,464,300689,573.83,48,469,7,0
2026-07-23,05:00,192.168.2.120,4,1,1,0,4,4912,1228.0,0,4,0,0
2026-07-23,05:00,192.168.2.139,38,21,2,22,16,21568,567.58,0,37,1,0
2026-07-23,05:00,192.168.2.145,12,5,1,3,9,11482,956.83,0,12,0,0
2026-07-23,05:00,192.168.2.165,3,1,1,3,0,132,44.0,0,3,0,0
2026-07-23,05:00,192.168.2.191,28,12,1,13,15,17171,613.25,0,28,0,0
2026-07-23,05:00,192.168.2.195,58,17,2,10,48,30819,531.36,8,50,0,0
2026-07-23,06:00,172.30.252.114,4,2,3,0,4,568,142.0,0,0,1,3
2026-07-23,06:00,192.168.2.120,5,2,1,1,4,4972,994.4,0,5,0,0
2026-07-23,06:00,192.168.2.139,48,16,2,19,29,35673,743.19,0,45,3,0
2026-07-23,06:00,192.168.2.140,79,36,9,53,26,16892,213.82,8,59,3,9
2026-07-23,06:00,192.168.2.145,4,3,1,0,4,5062,1265.5,0,4,0,0
2026-07-23,06:00,192.168.2.156,34,9,3,7,27,9496,279.29,21,13,0,0
2026-07-23,06:00,192.168.2.165,2,1,1,2,0,88,44.0,0,2,0,0
2026-07-23,06:00,192.168.2.168,7,4,4,3,4,2825,403.57,3,3,1,0
2026-07-23,06:00,192.168.2.171,23,6,3,12,11,6299,273.87,7,16,0,0
2026-07-23,06:00,192.168.2.191,44,21,6,27,17,14019,318.61,5,32,7,0
2026-07-23,06:00,192.168.2.195,36,20,4,21,15,14062,390.61,1,31,4,0
2026-07-23,07:00,192.168.2.101,169,17,4,20,149,23790,140.77,55,113,1,0
2026-07-23,07:00,192.168.2.113,22,10,3,19,3,2931,133.23,2,19,0,1
2026-07-23,07:00,192.168.2.120,1,1,1,0,1,1228,1228.0,0,1,0,0
2026-07-23,07:00,192.168.2.139,6,4,2,2,4,4137,689.5,0,5,1,0
2026-07-23,07:00,192.168.2.145,44,22,4,24,20,23332,530.27,1,39,4,0
2026-07-23,07:00,192.168.2.152,42,27,4,30,12,13239,315.21,3,38,1,0
2026-07-23,07:00,192.168.2.153,59,29,6,20,39,31418,532.51,6,48,5,0
2026-07-23,07:00,192.168.2.154,5,5,3,5,0,540,108.0,1,4,0,0
2026-07-23,07:00,192.168.2.158,9,5,4,4,5,2040,226.67,2,5,2,0
2026-07-23,07:00,192.168.2.162,2,1,2,1,1,1288,644.0,1,1,0,0
2026-07-23,07:00,192.168.2.165,1,1,1,1,0,44,44.0,0,1,0,0
2026-07-23,07:00,192.168.2.166,391,74,3,291,100,51694,132.21,69,322,0,0
2026-07-23,07:00,192.168.2.168,186,58,5,143,43,52850,284.14,3,178,5,0
2026-07-23,07:00,192.168.2.171,30,12,4,10,20,14098,469.93,6,23,1,0
2026-07-23,07:00,192.168.2.180,2,2,2,0,2,1352,676.0,0,0,1,1
2026-07-23,07:00,192.168.2.181,193,73,14,128,65,42722,221.36,23,142,21,7
2026-07-23,07:00,192.168.2.191,47,23,2,25,22,22254,473.49,4,43,0,0
2026-07-23,07:00,192.168.2.195,16,13,1,12,4,5782,361.38,0,16,0,0
2026-07-23,09:00,192.168.2.101,80,16,2,12,68,15089,188.61,45,35,0,0
2026-07-23,09:00,192.168.2.113,112,30,3,98,14,11202,100.02,14,81,17,0
2026-07-23,09:00,192.168.2.120,64,26,2,43,21,26848,419.5,0,63,1,0
2026-07-23,09:00,192.168.2.139,12,6,3,6,6,5562,463.5,1,10,1,0
2026-07-23,09:00,192.168.2.152,456,69,2,114,342,265734,582.75,97,359,0,0
2026-07-23,09:00,192.168.2.153,59,29,4,29,30,28131,476.8,6,47,6,0
2026-07-23,09:00,192.168.2.154,139,33,6,98,41,23455,168.74,6,130,2,1
2026-07-23,09:00,192.168.2.158,158,77,7,116,42,55980,354.3,1,150,6,1
2026-07-23,09:00,192.168.2.160,24,14,1,18,6,8598,358.25,0,24,0,0
2026-07-23,09:00,192.168.2.161,118,16,3,118,0,6136,52.0,0,76,0,42
2026-07-23,09:00,192.168.2.165,1,1,1,1,0,44,44.0,0,1,0,0
2026-07-23,09:00,192.168.2.166,606,72,4,410,196,61252,101.08,159,433,14,0
2026-07-23,09:00,192.168.2.168,227,52,5,162,65,69426,305.84,6,212,9,0
2026-07-23,09:00,192.168.2.172,315,28,4,313,2,18832,59.78,0,120,137,58
2026-07-23,09:00,192.168.2.176,22,10,2,19,3,2502,113.73,2,20,0,0
2026-07-23,09:00,192.168.2.180,3,2,2,0,3,1580,526.67,0,0,2,1
2026-07-23,09:00,192.168.2.181,74,36,6,57,17,22228,300.38,1,67,4,2
2026-07-23,09:00,192.168.2.191,32,18,5,13,19,15278,477.44,4,21,7,0
2026-07-23,09:00,192.168.2.195,6,6,1,6,0,360,60.0,0,6,0,0
2026-07-23,10:00,192.168.2.101,133,21,3,22,111,18791,141.29,83,50,0,0
2026-07-23,10:00,192.168.2.113,80,12,5,63,17,10753,134.41,16,41,23,0
2026-07-23,10:00,192.168.2.120,2,1,1,0,2,2456,1228.0,0,2,0,0
2026-07-23,10:00,192.168.2.139,286,52,5,125,161,82050,286.89,101,179,6,0
2026-07-23,10:00,192.168.2.152,274,57,3,55,219,208252,760.04,47,227,0,0
2026-07-23,10:00,192.168.2.153,36,20,3,17,19,20430,567.5,1,35,0,0
2026-07-23,10:00,192.168.2.154,220,51,5,155,65,49295,224.07,10,194,16,0
2026-07-23,10:00,192.168.2.160,18,11,1,10,8,9576,532.0,0,18,0,0
2026-07-23,10:00,192.168.2.161,130,18,6,123,7,7047,54.21,7,59,30,34
2026-07-23,10:00,192.168.2.165,1,1,1,1,0,44,44.0,0,1,0,0
2026-07-23,10:00,192.168.2.166,347,47,3,194,153,51931,149.66,126,221,0,0
2026-07-23,10:00,192.168.2.168,401,69,5,256,145,156943,391.38,1,387,13,0
2026-07-23,10:00,192.168.2.172,273,20,4,272,1,15422,56.49,0,119,91,63
2026-07-23,10:00,192.168.2.176,218,63,1,196,22,35943,164.88,0,218,0,0
2026-07-23,10:00,192.168.2.180,7,1,1,0,7,970,138.57,0,0,7,0
2026-07-23,10:00,192.168.2.191,138,35,7,80,58,54907,397.88,25,92,21,0
2026-07-23,11:00,192.168.2.101,431,36,6,47,384,70765,164.19,210,217,4,0
2026-07-23,11:00,192.168.2.113,119,26,4,97,22,11180,93.95,17,76,26,0
2026-07-23,11:00,192.168.2.120,5,2,1,1,4,4972,994.4,0,5,0,0
2026-07-23,11:00,192.168.2.139,134,46,4,58,76,55706,415.72,30,99,5,0
2026-07-23,11:00,192.168.2.148,30,19,6,19,11,8483,282.77,4,24,2,0
2026-07-23,11:00,192.168.2.152,126,42,3,36,90,90410,717.54,13,113,0,0
2026-07-23,11:00,192.168.2.153,63,26,4,22,41,29429,467.13,13,43,7,0
2026-07-23,11:00,192.168.2.160,22,12,1,10,12,11544,524.73,0,22,0,0
2026-07-23,11:00,192.168.2.161,283,25,4,283,0,14716,52.0,0,176,38,69
2026-07-23,11:00,192.168.2.165,1,1,1,1,0,44,44.0,0,1,0,0
2026-07-23,11:00,192.168.2.166,103,35,3,58,45,10719,104.07,41,62,0,0
2026-07-23,11:00,192.168.2.168,419,69,4,283,136,148212,353.73,0,409,10,0
2026-07-23,11:00,192.168.2.172,348,26,4,347,1,19322,55.52,0,118,159,71
2026-07-23,11:00,192.168.2.176,537,108,10,420,117,142752,265.83,1,516,4,16
2026-07-23,11:00,192.168.2.180,9,1,2,2,7,967,107.44,0,0,9,0
2026-07-23,11:00,192.168.2.187,3,3,2,1,2,1422,474.0,1,2,0,0
2026-07-23,11:00,192.168.2.191,96,41,8,45,51,50856,529.75,6,73,17,0
2026-07-23,11:00,192.168.2.195,4,3,2,2,2,2576,644.0,0,2,2,0
2026-07-23,12:00,192.168.2.101,64,11,2,6,58,8348,130.44,31,33,0,0
2026-07-23,12:00,192.168.2.120,1,1,1,0,1,1228,1228.0,0,1,0,0
2026-07-23,12:00,192.168.2.139,525,85,5,219,306,149420,284.61,163,353,9,0
2026-07-23,12:00,192.168.2.150,31,8,3,27,4,1952,62.97,4,16,11,0
2026-07-23,12:00,192.168.2.151,56,26,3,37,19,4353,77.73,18,38,0,0
2026-07-23,12:00,192.168.2.153,15,13,1,9,6,6980,465.33,0,15,0,0
2026-07-23,12:00,192.168.2.157,115,18,7,78,37,24926,216.75,14,87,10,4
2026-07-23,12:00,192.168.2.160,49,16,2,27,22,27597,563.2,0,48,1,0
2026-07-23,12:00,192.168.2.161,60,14,6,57,3,3177,52.95,3,27,16,14
2026-07-23,12:00,192.168.2.163,75,15,3,14,61,11127,148.36,48,27,0,0
2026-07-23,12:00,192.168.2.165,2,1,1,2,0,88,44.0,0,2,0,0
2026-07-23,12:00,192.168.2.168,125,45,6,84,41,36381,291.05,5,115,5,0
2026-07-23,12:00,192.168.2.172,367,26,4,366,1,20310,55.34,0,129,160,78
2026-07-23,12:00,192.168.2.176,179,44,1,163,16,27832,155.49,0,179,0,0
2026-07-23,12:00,192.168.2.180,184,86,8,162,22,25054,136.16,10,161,7,6
2026-07-23,12:00,192.168.2.181,47,24,6,32,15,12818,272.72,5,35,7,0
2026-07-23,12:00,192.168.2.191,118,38,7,36,82,58962,499.68,17,90,11,0
2026-07-23,12:00,192.168.2.195,1,1,1,1,0,60,60.0,0,1,0,0
2026-07-23,13:00,192.168.2.120,19,11,1,17,2,3476,182.95,0,19,0,0
2026-07-23,13:00,192.168.2.139,115,38,9,40,75,28236,245.53,42,54,7,12
2026-07-23,13:00,192.168.2.150,27,5,3,23,4,1694,62.74,4,18,5,0
2026-07-23,13:00,192.168.2.151,483,67,3,310,173,59906,124.03,145,338,0,0
2026-07-23,13:00,192.168.2.152,458,79,4,156,302,267245,583.5,70,348,40,0
2026-07-23,13:00,192.168.2.154,327,75,9,207,120,64205,196.35,15,300,8,4
2026-07-23,13:00,192.168.2.157,77,34,6,44,33,25553,331.86,11,61,4,1
2026-07-23,13:00,192.168.2.160,57,29,1,35,22,28869,506.47,0,57,0,0
2026-07-23,13:00,192.168.2.161,34,9,4,34,0,1768,52.0,0,18,7,9
2026-07-23,13:00,192.168.2.163,214,50,5,41,173,68097,318.21,77,135,2,0
2026-07-23,13:00,192.168.2.165,3,1,1,3,0,132,44.0,0,3,0,0
2026-07-23,13:00,192.168.2.168,343,77,4,246,97,130216,379.64,0,331,12,0
2026-07-23,13:00,192.168.2.172,237,23,4,236,1,13550,57.17,0,90,91,56
2026-07-23,13:00,192.168.2.176,155,47,2,140,15,22994,148.35,0,155,0,0
2026-07-23,13:00,192.168.2.177,26,17,2,17,9,2818,108.38,8,18,0,0
2026-07-23,13:00,192.168.2.180,1,1,1,0,1,1228,1228.0,0,0,0,1
2026-07-23,13:00,192.168.2.181,69,33,8,46,23,18510,268.26,4,55,7,3
2026-07-23,13:00,192.168.2.187,12,10,4,9,3,4815,401.25,3,8,1,0
2026-07-23,13:00,192.168.2.191,63,24,7,29,34,33000,523.81,6,36,20,1
2026-07-23,13:00,192.168.2.195,25,17,2,16,9,11210,448.4,0,24,1,0
2026-07-23,14:00,192.168.2.120,20,10,6,7,13,12337,616.85,2,11,7,0
2026-07-23,14:00,192.168.2.139,101,29,6,40,61,30985,306.78,37,61,3,0
2026-07-23,14:00,192.168.2.150,17,5,3,14,3,1064,62.59,3,9,5,0
2026-07-23,14:00,192.168.2.151,202,41,3,137,65,24606,121.81,54,148,0,0
2026-07-23,14:00,192.168.2.152,371,69,4,248,123,94294,254.16,39,166,166,0
2026-07-23,14:00,192.168.2.154,268,84,7,169,99,62037,231.48,13,246,7,2
2026-07-23,14:00,192.168.2.157,102,31,2,44,58,43665,428.09,9,93,0,0
2026-07-23,14:00,192.168.2.160,15,10,1,8,7,9226,615.07,0,15,0,0
2026-07-23,14:00,192.168.2.161,72,15,5,65,7,4010,55.69,7,27,25,13
2026-07-23,14:00,192.168.2.163,200,34,5,32,168,40391,201.96,113,84,2,1
2026-07-23,14:00,192.168.2.165,3,1,1,3,0,132,44.0,0,3,0,0
2026-07-23,14:00,192.168.2.168,766,107,6,450,316,308205,402.36,2,747,17,0
2026-07-23,14:00,192.168.2.172,279,25,4,279,0,14508,52.0,0,118,110,51
2026-07-23,14:00,192.168.2.176,16,10,1,12,4,5682,355.12,0,16,0,0
2026-07-23,14:00,192.168.2.181,179,60,6,136,43,31109,173.79,14,153,8,4
2026-07-23,14:00,192.168.2.187,58,23,4,41,17,27966,482.17,15,41,1,1
2026-07-23,14:00,192.168.2.191,99,29,8,29,70,52791,533.24,8,40,51,0
2026-07-23,14:00,192.168.2.195,3,2,1,2,1,1348,449.33,0,3,0,0
2026-07-23,15:00,192.168.2.120,82,32,3,36,46,42711,520.87,0,56,26,0
2026-07-23,15:00,192.168.2.139,251,64,7,121,130,70667,281.54,73,162,16,0
2026-07-23,15:00,192.168.2.150,45,11,3,37,8,2828,62.84,8,14,23,0
2026-07-23,15:00,192.168.2.152,9,6,2,6,3,505,56.11,3,6,0,0
2026-07-23,15:00,192.168.2.154,147,55,6,102,45,39569,269.18,5,130,11,1
2026-07-23,15:00,192.168.2.157,105,41,3,63,42,50567,481.59,0,99,6,0
2026-07-23,15:00,192.168.2.160,6,3,1,2,4,4034,672.33,0,6,0,0
2026-07-23,15:00,192.168.2.161,177,20,6,171,6,12985,73.36,3,94,33,47
2026-07-23,15:00,192.168.2.163,143,22,3,17,126,25457,178.02,87,55,1,0
2026-07-23,15:00,192.168.2.164,35,22,8,26,9,6758,193.09,4,27,3,1
2026-07-23,15:00,192.168.2.165,2,1,1,2,0,88,44.0,0,2,0,0
2026-07-23,15:00,192.168.2.166,80,31,4,45,35,8219,102.74,31,48,1,0
2026-07-23,15:00,192.168.2.168,930,114,5,528,402,370288,398.16,4,912,14,0
2026-07-23,15:00,192.168.2.172,363,39,5,337,26,19829,54.63,26,135,123,79
2026-07-23,15:00,192.168.2.176,43,20,2,36,7,9654,224.51,0,42,1,0
2026-07-23,15:00,192.168.2.180,1,1,1,0,1,176,176.0,0,0,1,0
2026-07-23,15:00,192.168.2.181,251,71,9,168,83,63602,253.39,22,205,14,10
2026-07-23,15:00,192.168.2.191,49,26,5,32,17,18080,368.98,2,44,3,0
2026-07-23,15:00,192.168.2.195,32,21,2,24,8,8471,264.72,2,30,0,0
2026-07-23,16:00,192.168.2.113,11,7,3,8,3,697,63.36,3,7,1,0
2026-07-23,16:00,192.168.2.120,28,6,4,0,28,24288,867.43,1,9,18,0
2026-07-23,16:00,192.168.2.139,196,48,5,73,123,53326,272.07,64,121,9,2
2026-07-23,16:00,192.168.2.148,102,46,9,57,45,27838,272.92,14,80,6,2
2026-07-23,16:00,192.168.2.152,34,19,3,22,12,3095,91.03,11,23,0,0
2026-07-23,16:00,192.168.2.157,67,24,3,26,41,35368,527.88,9,53,5,0
2026-07-23,16:00,192.168.2.163,66,11,4,15,51,6751,102.29,39,25,2,0
2026-07-23,16:00,192.168.2.164,186,62,7,116,70,58305,313.47,6,172,4,4
2026-07-23,16:00,192.168.2.165,3,1,1,3,0,132,44.0,0,3,0,0
2026-07-23,16:00,192.168.2.166,340,47,4,222,118,39838,117.17,91,241,8,0
2026-07-23,16:00,192.168.2.168,473,119,5,332,141,116339,245.96,4,456,13,0
2026-07-23,16:00,192.168.2.176,15,12,2,9,6,6906,460.4,0,14,1,0
2026-07-23,16:00,192.168.2.191,44,17,4,6,38,28206,641.05,1,20,23,0
2026-07-23,16:00,192.168.2.195,27,14,1,18,9,12282,454.89,0,27,0,0
2026-07-23,17:00,192.168.2.120,49,17,6,13,36,32365,660.51,4,25,20,0
2026-07-23,17:00,192.168.2.139,53,24,2,31,22,20092,379.09,8,45,0,0
2026-07-23,17:00,192.168.2.165,2,1,1,2,0,88,44.0,0,2,0,0
2026-07-23,17:00,192.168.2.191,38,11,3,6,32,31087,818.08,0,21,17,0
2026-07-23,17:00,192.168.2.195,14,10,1,9,5,6830,487.86,0,14,0,0
2026-07-23,18:00,192.168.2.120,5,2,1,1,4,4972,994.4,0,5,0,0
2026-07-23,18:00,192.168.2.139,24,16,2,11,13,14670,611.25,0,22,2,0
2026-07-23,18:00,192.168.2.165,3,1,1,3,0,132,44.0,0,3,0,0
2026-07-23,18:00,192.168.2.171,39,16,3,15,24,11132,285.44,17,22,0,0
2026-07-23,18:00,192.168.2.191,16,7,3,1,15,12971,810.69,0,7,9,0
2026-07-23,18:00,192.168.2.195,11,7,1,7,4,5382,489.27,0,11,0,0
2026-07-23,19:00,192.168.2.120,6,2,1,1,5,6200,1033.33,0,6,0,0
2026-07-23,19:00,192.168.2.139,64,35,6,33,31,25696,401.5,8,49,7,0
2026-07-23,19:00,192.168.2.165,2,1,1,2,0,88,44.0,0,2,0,0
2026-07-23,19:00,192.168.2.191,53,27,3,25,28,31846,600.87,0,43,10,0
2026-07-23,19:00,192.168.2.195,12,8,1,4,8,10364,863.67,0,12,0,0
2026-07-23,20:00,192.168.2.120,4,1,1,0,4,4912,1228.0,0,4,0,0
2026-07-23,20:00,192.168.2.139,3,2,1,1,2,2566,855.33,0,3,0,0
2026-07-23,20:00,192.168.2.165,4,1,1,4,0,176,44.0,0,4,0,0
2026-07-23,20:00,192.168.2.191,129,56,9,68,61,49847,386.41,10,82,35,2
2026-07-23,20:00,192.168.2.195,6,4,1,3,3,3914,652.33,0,6,0,0
2026-07-23,21:00,192.168.2.120,122,38,5,75,47,41669,341.55,15,104,3,0
2026-07-23,21:00,192.168.2.139,16,9,1,8,8,10604,662.75,0,16,0,0
2026-07-23,21:00,192.168.2.165,1,1,1,1,0,44,44.0,0,1,0,0
2026-07-23,21:00,192.168.2.191,83,45,6,51,32,33537,404.06,2,68,13,0
2026-07-23,21:00,192.168.2.195,1,1,1,0,1,1278,1278.0,0,1,0,0
2026-07-23,22:00,192.168.2.120,5,1,2,0,5,5000,1000.0,1,4,0,0
2026-07-23,22:00,192.168.2.165,2,1,1,2,0,88,44.0,0,2,0,0
2026-07-23,22:00,192.168.2.191,388,73,7,87,301,222109,572.45,23,270,92,3
2026-07-23,22:00,192.168.2.195,64,34,2,53,11,12304,192.25,3,61,0,0
2026-07-23,23:00,192.168.2.120,26,5,5,6,20,12654,486.69,11,14,1,0
2026-07-23,23:00,192.168.2.139,82,31,4,36,46,33064,403.22,20,58,4,0
2026-07-23,23:00,192.168.2.165,3,1,1,3,0,132,44.0,0,3,0,0
2026-07-23,23:00,192.168.2.191,66,36,4,33,33,31912,483.52,3,58,5,0
2026-07-23,23:00,192.168.2.195,33,15,1,19,14,18632,564.61,0,33,0,0
2026-07-24,00:00,192.168.2.120,20,3,4,5,15,11627,581.35,9,9,2,0
2026-07-24,00:00,192.168.2.139,20,8,3,7,13,14418,720.9,2,17,1,0
2026-07-24,00:00,192.168.2.165,2,1,1,2,0,88,44.0,0,2,0,0
2026-07-24,00:00,192.168.2.191,8,6,1,5,3,4034,504.25,0,8,0,0
2026-07-24,00:00,192.168.2.195,60,36,3,42,18,16852,280.87,4,54,2,0
2026-07-24,01:00,192.168.2.120,4,1,1,0,4,4912,1228.0,0,4,0,0
2026-07-24,01:00,192.168.2.139,4,3,2,1,3,2646,661.5,1,3,0,0
2026-07-24,01:00,192.168.2.165,3,1,1,3,0,132,44.0,0,3,0,0
2026-07-24,01:00,192.168.2.191,63,23,3,33,30,37506,595.33,0,61,2,0
2026-07-24,01:00,192.168.2.195,10,7,1,2,8,10244,1024.4,0,10,0,0
2026-07-24,02:00,192.168.2.120,4,1,1,0,4,4912,1228.0,0,4,0,0
2026-07-24,02:00,192.168.2.165,3,1,1,3,0,132,44.0,0,3,0,0
2026-07-24,02:00,192.168.2.191,16,8,1,13,3,4464,279.0,0,16,0,0
2026-07-24,02:00,192.168.2.195,8,7,1,4,4,5252,656.5,0,8,0,0
2026-07-24,03:00,192.168.2.120,4,1,1,0,4,4912,1228.0,0,4,0,0
2026-07-24,03:00,192.168.2.139,56,27,3,32,24,25837,461.38,1,53,2,0
2026-07-24,03:00,192.168.2.165,2,1,1,2,0,88,44.0,0,2,0,0
2026-07-24,03:00,192.168.2.191,31,20,3,18,13,16292,525.55,0,29,2,0
2026-07-24,03:00,192.168.2.195,3,2,1,1,2,2566,855.33,0,3,0,0
2026-07-24,04:00,192.168.2.120,4,1,1,0,4,4912,1228.0,0,4,0,0
2026-07-24,04:00,192.168.2.139,34,21,4,12,22,21515,632.79,2,29,3,0
2026-07-24,04:00,192.168.2.165,3,1,1,3,0,132,44.0,0,3,0,0
2026-07-24,04:00,192.168.2.195,10,8,1,3,7,9026,902.6,0,10,0,0
2026-07-24,05:00,192.168.2.120,8,2,1,3,5,6320,790.0,0,8,0,0
2026-07-24,05:00,192.168.2.139,85,29,3,28,57,54548,641.74,15,69,1,0
2026-07-24,05:00,192.168.2.165,2,1,1,2,0,88,44.0,0,2,0,0
2026-07-24,05:00,192.168.2.191,135,48,6,87,48,41324,306.1,15,116,4,0
2026-07-24,05:00,192.168.2.195,2,2,1,0,2,2506,1253.0,0,2,0,0
2026-07-24,06:00,192.168.2.120,4,1,1,0,4,4912,1228.0,0,4,0,0
2026-07-24,06:00,192.168.2.139,79,23,4,44,35,35200,445.57,7,62,10,0
2026-07-24,06:00,192.168.2.165,3,1,1,3,0,132,44.0,0,3,0,0
2026-07-24,06:00,192.168.2.168,41,18,2,28,13,14659,357.54,3,38,0,0
2026-07-24,06:00,192.168.2.179,13,5,4,5,8,3172,244.0,7,6,0,0
2026-07-24,06:00,192.168.2.191,212,48,7,108,104,56900,268.4,57,122,33,0
2026-07-24,06:00,192.168.2.195,1,1,1,0,1,1278,1278.0,0,1,0,0
2026-07-24,07:00,192.168.2.101,236,19,4,36,200,46672,197.76,108,123,5,0
2026-07-24,07:00,192.168.2.113,30,8,3,29,1,2441,81.37,1,28,1,0
2026-07-24,07:00,192.168.2.120,2,1,1,0,2,2456,1228.0,0,2,0,0
2026-07-24,07:00,192.168.2.139,264,55,8,101,163,91924,348.2,86,163,13,2
2026-07-24,07:00,192.168.2.145,21,11,5,4,17,13560,645.71,5,11,5,0
2026-07-24,07:00,192.168.2.148,209,71,6,164,45,32300,154.55,24,181,4,0
2026-07-24,07:00,192.168.2.151,446,88,3,335,111,36481,81.8,102,344,0,0
2026-07-24,07:00,192.168.2.152,165,71,4,96,69,56050,339.7,23,141,1,0
2026-07-24,07:00,192.168.2.158,5,4,2,4,1,1708,341.6,1,4,0,0
2026-07-24,07:00,192.168.2.167,68,16,5,15,53,13090,192.5,35,30,3,0
2026-07-24,07:00,192.168.2.168,398,68,4,298,100,134045,336.8,0,388,10,0
2026-07-24,07:00,192.168.2.176,123,56,2,101,22,27122,220.5,0,122,1,0
2026-07-24,07:00,192.168.2.179,67,25,5,31,36,32292,481.97,8,54,5,0
2026-07-24,07:00,192.168.2.184,16,9,4,8,8,6436,402.25,2,10,4,0
2026-07-24,07:00,192.168.2.191,186,61,8,89,97,65039,349.67,42,116,28,0
2026-07-24,07:00,192.168.2.195,66,31,2,18,48,40358,611.48,1,65,0,0
2026-07-24,08:00,192.168.2.101,264,33,4,31,233,51011,193.22,115,144,5,0
2026-07-24,08:00,192.168.2.113,13,6,3,10,3,1333,102.54,3,8,2,0
2026-07-24,08:00,192.168.2.120,2,1,1,0,2,2456,1228.0,0,2,0,0
2026-07-24,08:00,192.168.2.139,166,36,4,21,145,48262,290.73,53,106,7,0
2026-07-24,08:00,192.168.2.148,173,66,7,112,61,56608,327.21,13,147,11,2
2026-07-24,08:00,192.168.2.151,549,75,4,375,174,65518,119.34,145,403,1,0
2026-07-24,08:00,192.168.2.152,337,66,4,123,214,160419,476.02,83,253,1,0
2026-07-24,08:00,192.168.2.158,51,29,4,43,8,10772,211.22,4,47,0,0
2026-07-24,08:00,192.168.2.165,1,1,1,1,0,44,44.0,0,1,0,0
2026-07-24,08:00,192.168.2.167,39,16,3,6,33,25192,645.95,15,22,2,0
2026-07-24,08:00,192.168.2.168,467,68,6,335,132,161957,346.8,2,456,9,0
2026-07-24,08:00,192.168.2.176,309,98,8,238,71,80025,258.98,1,290,6,12
2026-07-24,08:00,192.168.2.179,52,20,3,15,37,22652,435.62,19,32,1,0
2026-07-24,08:00,192.168.2.180,1,1,1,0,1,1228,1228.0,0,0,0,1
2026-07-24,08:00,192.168.2.187,16,13,5,12,4,5310,331.88,3,12,1,0
2026-07-24,08:00,192.168.2.191,75,19,3,26,49,27882,371.76,27,45,3,0
2026-07-24,08:00,192.168.2.195,24,14,1,20,4,6212,258.83,0,24,0,0
2026-07-24,09:00,192.168.2.101,2,1,1,0,2,122,61.0,2,0,0,0
2026-07-24,09:00,192.168.2.139,9,3,2,1,8,1764,196.0,7,2,0,0
2026-07-24,09:00,192.168.2.148,1,1,1,1,0,60,60.0,0,0,0,1
2026-07-24,09:00,192.168.2.151,2,1,1,2,0,104,52.0,0,2,0,0
2026-07-24,09:00,192.168.2.152,9,6,2,5,4,3115,346.11,1,8,0,0
2026-07-24,09:00,192.168.2.168,13,7,1,7,6,8096,622.77,0,13,0,0
2026-07-24,09:00,192.168.2.176,5,2,2,1,4,252,50.4,0,1,4,0
2026-07-26,07:00,192.168.2.165,1,1,1,1,0,44,44.0,0,1,0,0
2026-07-26,07:00,192.168.2.191,44,18,6,22,22,16226,368.77,9,26,9,0
2026-07-26,07:00,192.168.2.195,4,4,3,1,3,2416,604.0,0,2,2,0
