tanggal,jam,srcip,jumlah_koneksi,jumlah_tujuan_unik,jumlah_port_unik,tcp,udp,total_data,average_datasize,dns,web,app,other
2026-07-21,12:00,192.168.2.145,13,8,2,6,7,7060,543.08,0,12,1,0
2026-07-21,12:00,192.168.2.165,3,1,1,3,0,132,44.0,0,3,0,0
2026-07-21,12:00,192.168.2.166,102,38,3,79,23,5580,54.71,23,79,0,0
2026-07-21,12:00,192.168.2.167,137,42,3,61,76,72755,531.06,20,117,0,0
2026-07-21,12:00,192.168.2.168,210,50,4,160,50,64973,309.4,6,203,1,0
2026-07-21,12:00,192.168.2.169,38,14,6,13,25,16329,429.71,12,22,4,0
2026-07-21,12:00,192.168.2.191,141,41,8,68,73,50858,360.7,38,84,19,0
2026-07-21,13:00,172.30.252.114,12,3,8,0,12,1652,137.67,0,0,3,9
2026-07-21,13:00,192.168.2.101,7,4,1,1,6,1759,251.29,0,7,0,0
2026-07-21,13:00,192.168.2.120,6,2,1,1,5,6200,1033.33,0,6,0,0
2026-07-21,13:00,192.168.2.139,409,73,5,172,237,110774,270.84,124,274,11,0
2026-07-21,13:00,192.168.2.145,13,7,1,6,7,8108,623.69,0,13,0,0
2026-07-21,13:00,192.168.2.150,75,13,3,66,9,13341,177.88,4,52,19,0
2026-07-21,13:00,192.168.2.165,1,1,1,1,0,44,44.0,0,1,0,0
2026-07-21,13:00,192.168.2.166,412,71,4,307,105,23818,57.81,104,307,1,0
2026-07-21,13:00,192.168.2.167,559,105,3,168,391,334660,598.68,114,445,0,0
2026-07-21,13:00,192.168.2.168,418,68,8,317,101,127713,305.53,1,398,10,9
2026-07-21,13:00,192.168.2.169,69,25,4,19,50,42179,611.29,15,52,2,0
2026-07-21,13:00,192.168.2.180,2,1,1,0,2,352,176.0,0,0,2,0
2026-07-21,13:00,192.168.2.191,14,7,2,7,7,7914,565.29,0,13,1,0
2026-07-21,13:00,192.168.2.194,137,46,15,93,44,38025,277.55,2,107,9,19
2026-07-21,13:00,192.168.2.195,1,1,1,0,1,1278,1278.0,0,1,0,0
2026-07-21,14:00,192.168.2.120,71,30,1,51,20,27322,384.82,0,71,0,0
2026-07-21,14:00,192.168.2.139,201,53,5,84,117,62884,312.86,65,132,4,0
2026-07-21,14:00,192.168.2.145,7,5,3,1,6,5260,751.43,1,5,1,0
2026-07-21,14:00,192.168.2.148,332,88,13,159,173,82377,248.12,10,249,60,13
2026-07-21,14:00,192.168.2.150,137,43,10,83,54,24688,180.2,10,102,19,6
2026-07-21,14:00,192.168.2.165,2,1,1,2,0,88,44.0,0,2,0,0
2026-07-21,14:00,192.168.2.166,38,14,3,24,14,3355,88.29,13,25,0,0
2026-07-21,14:00,192.168.2.168,428,57,4,297,131,168295,393.21,0,412,16,0
2026-07-21,14:00,192.168.2.169,97,38,2,54,43,47875,493.56,7,90,0,0
2026-07-21,14:00,192.168.2.180,6,1,1,0,6,928,154.67,0,0,6,0
2026-07-21,14:00,192.168.2.187,25,11,5,20,5,8718,348.72,9,15,1,0
2026-07-21,14:00,192.168.2.191,164,59,7,56,108,90173,549.84,12,143,9,0
2026-07-21,14:00,192.168.2.195,169,60,3,94,75,51732,306.11,21,146,2,0
2026-07-21,15:00,192.168.2.113,81,22,7,51,30,6895,85.12,9,33,27,12
2026-07-21,15:00,192.168.2.120,20,9,2,13,7,9376,468.8,0,19,1,0
2026-07-21,15:00,192.168.2.139,445,73,4,165,280,164873,370.5,87,350,8,0
2026-07-21,15:00,192.168.2.145,33,16,3,16,17,18934,573.76,0,27,6,0
2026-07-21,15:00,192.168.2.148,273,86,6,147,126,86416,316.54,9,253,7,4
2026-07-21,15:00,192.168.2.165,2,1,1,2,0,88,44.0,0,2,0,0
2026-07-21,15:00,192.168.2.166,4,2,2,1,3,244,61.0,3,1,0,0
2026-07-21,15:00,192.168.2.168,882,106,5,536,346,375854,426.14,8,845,29,0
2026-07-21,15:00,192.168.2.169,174,59,4,110,64,73262,421.05,1,167,6,0
2026-07-21,15:00,192.168.2.187,25,15,5,21,4,7198,287.92,6,17,2,0
2026-07-21,15:00,192.168.2.191,60,34,7,31,29,27091,451.52,3,47,9,1
2026-07-21,15:00,192.168.2.195,16,8,2,9,7,6850,428.12,2,14,0,0
2026-07-21,16:00,192.168.2.120,5,2,1,1,4,4972,994.4,0,5,0,0
2026-07-21,16:00,192.168.2.139,244,46,12,48,196,73354,300.63,72,156,7,9
2026-07-21,16:00,192.168.2.145,10,5,2,6,4,4324,432.4,0,7,3,0
2026-07-21,16:00,192.168.2.148,89,33,5,58,31,32099,360.66,3,73,8,5
2026-07-21,16:00,192.168.2.160,66,30,3,53,13,13765,208.56,2,64,0,0
2026-07-21,16:00,192.168.2.165,3,1,1,3,0,132,44.0,0,3,0,0
2026-07-21,16:00,192.168.2.166,215,52,3,190,25,13924,64.76,23,192,0,0
2026-07-21,16:00,192.168.2.167,26,16,3,10,16,14167,544.88,3,23,0,0
2026-07-21,16:00,192.168.2.168,794,86,3,444,350,332190,418.38,0,788,6,0
2026-07-21,16:00,192.168.2.169,137,55,7,69,68,54342,396.66,16,109,10,2
2026-07-21,16:00,192.168.2.180,1,1,1,0,1,128,128.0,0,0,1,0
2026-07-21,16:00,192.168.2.191,6,4,1,4,2,1700,283.33,0,6,0,0
2026-07-21,16:00,192.168.2.195,27,13,2,15,12,9946,368.37,5,22,0,0
2026-07-21,17:00,192.168.2.120,4,1,1,0,4,4912,1228.0,0,4,0,0
2026-07-21,17:00,192.168.2.139,44,25,3,23,21,23170,526.59,1,41,2,0
2026-07-21,17:00,192.168.2.145,8,6,2,2,6,7638,954.75,0,7,1,0
2026-07-21,17:00,192.168.2.150,76,11,5,66,10,4796,63.11,8,65,2,1
2026-07-21,17:00,192.168.2.165,1,1,1,1,0,44,44.0,0,1,0,0
2026-07-21,17:00,192.168.2.191,239,39,5,123,116,79924,334.41,77,140,22,0
2026-07-21,17:00,192.168.2.195,168,54,5,98,70,56868,338.5,16,150,2,0
2026-07-21,18:00,192.168.2.120,16,7,1,8,8,9356,584.75,0,16,0,0
2026-07-21,18:00,192.168.2.139,15,9,3,6,9,9342,622.8,1,13,1,0
2026-07-21,18:00,192.168.2.145,4,2,1,0,4,5062,1265.5,0,4,0,0
2026-07-21,18:00,192.168.2.165,3,1,1,3,0,132,44.0,0,3,0,0
2026-07-21,18:00,192.168.2.191,177,47,4,59,118,96457,544.95,14,162,1,0
2026-07-21,18:00,192.168.2.195,19,15,1,13,6,8298,436.74,0,19,0,0
2026-07-21,19:00,192.168.2.120,188,37,10,84,104,65661,349.26,46,93,40,9
2026-07-21,19:00,192.168.2.139,23,16,2,14,9,11040,480.0,0,22,1,0
2026-07-21,19:00,192.168.2.145,10,5,2,4,6,7808,780.8,0,9,1,0
2026-07-21,19:00,192.168.2.165,2,1,1,2,0,88,44.0,0,2,0,0
2026-07-21,19:00,192.168.2.191,188,50,6,90,98,67381,358.41,39,120,29,0
2026-07-21,19:00,192.168.2.195,77,36,3,44,33,31794,412.91,6,71,0,0
2026-07-21,20:00,192.168.2.120,73,22,7,29,44,31152,426.74,12,40,17,4
2026-07-21,20:00,192.168.2.139,2,2,2,0,2,138,69.0,1,0,1,0
2026-07-21,20:00,192.168.2.145,8,5,1,4,4,5252,656.5,0,8,0,0
2026-07-21,20:00,192.168.2.165,3,1,1,3,0,132,44.0,0,3,0,0
2026-07-21,20:00,192.168.2.191,45,23,3,9,36,33623,747.18,0,24,21,0
2026-07-21,20:00,192.168.2.195,90,41,2,41,49,48774,541.93,5,85,0,0
2026-07-21,21:00,192.168.2.120,106,36,3,80,26,33456,315.62,0,98,8,0
2026-07-21,21:00,192.168.2.139,19,14,2,9,10,10970,577.37,0,18,1,0
2026-07-21,21:00,192.168.2.145,111,51,2,74,37,44289,399.0,0,110,1,0
2026-07-21,21:00,192.168.2.165,3,1,1,3,0,132,44.0,0,3,0,0
2026-07-21,21:00,192.168.2.191,73,28,7,30,43,33126,453.78,9,47,15,2
2026-07-21,21:00,192.168.2.195,17,12,1,14,3,4574,269.06,0,17,0,0
2026-07-21,22:00,192.168.2.120,6,2,1,1,5,6200,1033.33,0,6,0,0
2026-07-21,22:00,192.168.2.139,27,7,2,11,16,18779,695.52,0,24,3,0
2026-07-21,22:00,192.168.2.145,15,7,2,6,9,11716,781.07,0,13,2,0
2026-07-21,22:00,192.168.2.165,2,1,1,2,0,88,44.0,0,2,0,0
2026-07-21,22:00,192.168.2.191,35,19,5,18,17,14402,411.49,7,27,1,0
2026-07-21,22:00,192.168.2.195,12,9,1,8,4,5542,461.83,0,12,0,0
2026-07-21,23:00,192.168.2.120,6,2,1,1,5,6200,1033.33,0,6,0,0
2026-07-21,23:00,192.168.2.139,26,20,2,15,11,12504,480.92,0,24,2,0
2026-07-21,23:00,192.168.2.145,19,10,2,10,9,10856,571.37,0,17,2,0
2026-07-21,23:00,192.168.2.165,3,1,1,3,0,132,44.0,0,3,0,0
2026-07-21,23:00,192.168.2.191,282,73,10,149,133,90390,320.53,58,165,39,20
2026-07-21,23:00,192.168.2.195,129,35,4,28,101,54587,423.16,15,113,1,0
2026-07-22,00:00,192.168.2.120,8,3,3,1,7,6344,793.0,1,6,1,0
2026-07-22,00:00,192.168.2.139,5,3,1,0,5,6290,1258.0,0,5,0,0
2026-07-22,00:00,192.168.2.145,9,5,1,3,6,7698,855.33,0,9,0,0
2026-07-22,00:00,192.168.2.165,2,1,1,2,0,88,44.0,0,2,0,0
2026-07-22,00:00,192.168.2.191,76,27,5,25,51,45264,595.58,0,34,32,10
2026-07-22,00:00,192.168.2.195,34,15,1,23,11,15088,443.76,0,34,0,0
2026-07-22,01:00,192.168.2.120,4,2,1,1,3,3744,936.0,0,4,0,0
2026-07-22,01:00,192.168.2.145,2,1,1,0,2,2556,1278.0,0,2,0,0
2026-07-22,01:00,192.168.2.165,2,1,1,2,0,88,44.0,0,2,0,0
2026-07-22,01:00,192.168.2.191,80,33,7,42,38,35906,448.82,3,53,14,10
2026-07-22,01:00,192.168.2.195,25,18,2,17,8,9892,395.68,0,24,1,0
2026-07-22,02:00,192.168.2.120,10,3,1,3,7,8876,887.6,0,10,0,0
2026-07-22,02:00,192.168.2.139,7,5,2,3,4,5196,742.29,0,6,1,0
2026-07-22,02:00,192.168.2.145,4,3,1,0,4,5062,1265.5,0,4,0,0
2026-07-22,02:00,192.168.2.165,4,1,1,4,0,176,44.0,0,4,0,0
2026-07-22,02:00,192.168.2.191,67,20,6,28,39,27747,414.13,17,34,16,0
2026-07-22,02:00,192.168.2.195,2,2,1,0,2,2506,1253.0,0,2,0,0
2026-07-22,03:00,192.168.2.120,98,37,2,58,40,50940,519.8,0,98,0,0
2026-07-22,03:00,192.168.2.139,55,21,1,38,17,23856,433.75,0,55,0,0
2026-07-22,03:00,192.168.2.145,132,50,3,76,56,66761,505.77,0,130,2,0
2026-07-22,03:00,192.168.2.165,3,1,1,3,0,132,44.0,0,3,0,0
2026-07-22,03:00,192.168.2.191,108,49,6,69,39,37111,343.62,8,91,9,0
2026-07-22,03:00,192.168.2.195,22,13,1,15,7,9796,445.27,0,22,0,0
2026-07-22,04:00,192.168.2.120,9,3,1,2,7,7770,863.33,0,9,0,0
2026-07-22,04:00,192.168.2.139,33,21,1,17,16,20090,608.79,0,33,0,0
2026-07-22,04:00,192.168.2.145,8,5,1,4,4,5202,650.25,0,8,0,0
2026-07-22,04:00,192.168.2.165,2,1,1,2,0,88,44.0,0,2,0,0
2026-07-22,04:00,192.168.2.191,254,49,7,116,138,84929,334.37,79,135,40,0
2026-07-22,04:00,192.168.2.195,233,61,2,124,109,90419,388.06,27,206,0,0
2026-07-22,05:00,192.168.2.120,9,4,1,3,6,7548,838.67,0,9,0,0
2026-07-22,05:00,192.168.2.139,23,14,1,8,15,18322,796.61,0,23,0,0
2026-07-22,05:00,192.168.2.145,14,5,2,6,8,10436,745.43,0,13,1,0
2026-07-22,05:00,192.168.2.165,2,1,1,2,0,88,44.0,0,2,0,0
2026-07-22,05:00,192.168.2.191,116,49,5,70,46,49717,428.59,8,104,4,0
2026-07-22,05:00,192.168.2.195,194,47,4,102,92,72328,372.82,24,169,1,0
2026-07-22,06:00,192.168.2.120,4,1,1,0,4,4912,1228.0,0,4,0,0
2026-07-22,06:00,192.168.2.139,22,14,1,9,13,15826,719.36,0,22,0,0
2026-07-22,06:00,192.168.2.145,18,9,2,10,8,10524,584.67,0,17,1,0
2026-07-22,06:00,192.168.2.146,65,31,3,43,22,26062,400.95,5,60,0,0
2026-07-22,06:00,192.168.2.165,2,1,1,2,0,88,44.0,0,2,0,0
2026-07-22,06:00,192.168.2.191,49,19,3,17,32,16211,330.84,17,30,2,0
2026-07-22,06:00,192.168.2.195,33,15,2,25,8,10206,309.27,1,32,0,0
2026-07-22,07:00,192.168.2.120,27,12,6,12,15,14169,524.78,2,17,8,0
2026-07-22,07:00,192.168.2.139,10,5,1,4,6,6856,685.6,0,10,0,0
2026-07-22,07:00,192.168.2.140,8,4,4,4,4,1670,208.75,4,4,0,0
2026-07-22,07:00,192.168.2.145,15,7,2,9,6,6959,463.93,0,13,2,0
2026-07-22,07:00,192.168.2.146,227,63,6,144,83,81588,359.42,4,218,5,0
2026-07-22,07:00,192.168.2.148,162,55,8,104,58,40141,247.78,15,134,11,2
2026-07-22,07:00,192.168.2.149,60,33,6,42,18,18654,310.9,4,52,1,3
2026-07-22,07:00,192.168.2.152,110,39,3,36,74,57047,518.61,29,81,0,0
2026-07-22,07:00,192.168.2.163,252,27,5,37,215,36773,145.92,117,130,5,0
2026-07-22,07:00,192.168.2.165,2,1,1,2,0,88,44.0,0,2,0,0
2026-07-22,07:00,192.168.2.166,533,102,3,444,89,58987,110.67,57,476,0,0
2026-07-22,07:00,192.168.2.169,128,40,9,83,45,37400,292.19,13,103,11,1
2026-07-22,07:00,192.168.2.184,123,31,7,95,28,20162,163.92,5,111,7,0
2026-07-22,07:00,192.168.2.187,50,21,6,41,9,12826,256.52,11,37,2,0
2026-07-22,07:00,192.168.2.191,113,47,3,75,38,38312,339.04,9,103,1,0
2026-07-22,07:00,192.168.2.195,15,9,1,12,3,4454,296.93,0,15,0,0
2026-07-22,08:00,192.168.2.120,2,1,1,0,2,2456,1228.0,0,2,0,0
2026-07-22,08:00,192.168.2.139,76,34,2,60,16,20540,270.26,1,75,0,0
2026-07-22,08:00,192.168.2.145,14,7,2,6,8,10334,738.14,0,13,1,0
2026-07-22,08:00,192.168.2.146,621,87,4,432,189,202401,325.93,0,616,5,0
2026-07-22,08:00,192.168.2.148,169,57,5,125,44,55388,327.74,0,158,5,6
2026-07-22,08:00,192.168.2.152,285,45,3,76,209,160647,563.67,70,215,0,0
2026-07-22,08:00,192.168.2.162,161,82,7,130,31,38969,242.04,2,148,9,2
2026-07-22,08:00,192.168.2.163,148,16,2,15,133,27322,184.61,95,53,0,0
2026-07-22,08:00,192.168.2.165,3,1,1,3,0,132,44.0,0,3,0,0
2026-07-22,08:00,192.168.2.166,527,62,3,356,171,77880,147.78,130,397,0,0
2026-07-22,08:00,192.168.2.169,58,34,5,19,39,36641,631.74,9,46,2,1
2026-07-22,08:00,192.168.2.184,280,76,4,138,142,100499,358.92,13,256,11,0
2026-07-22,08:00,192.168.2.187,19,11,4,16,3,7057,371.42,5,13,1,0
2026-07-22,08:00,192.168.2.191,125,46,3,77,48,57474,459.79,0,118,7,0
2026-07-22,08:00,192.168.2.195,8,7,1,5,3,4034,504.25,0,8,0,0
2026-07-22,09:00,192.168.2.120,79,31,4,47,32,36451,461.41,0,74,5,0
2026-07-22,09:00,192.168.2.139,25,14,2,14,11,14552,582.08,0,21,4,0
2026-07-22,09:00,192.168.2.145,89,37,4,55,34,41704,468.58,1,84,4,0
2026-07-22,09:00,192.168.2.146,392,72,3,272,120,134404,342.87,0,372,20,0
2026-07-22,09:00,192.168.2.148,105,47,4,64,41,44416,423.01,1,100,4,0
2026-07-22,09:00,192.168.2.152,364,73,3,102,262,199815,548.94,90,274,0,0
2026-07-22,09:00,192.168.2.163,93,16,2,8,85,21034,226.17,53,40,0,0
2026-07-22,09:00,192.168.2.165,2,1,1,2,0,88,44.0,0,2,0,0
2026-07-22,09:00,192.168.2.166,682,93,5,492,190,72543,106.37,152,513,17,0
2026-07-22,09:00,192.168.2.169,14,8,4,4,10,9150,653.57,1,10,3,0
2026-07-22,09:00,192.168.2.184,385,76,5,223,162,78221,203.17,8,365,12,0
2026-07-22,09:00,192.168.2.187,13,11,4,8,5,5815,447.31,1,11,1,0
2026-07-22,09:00,192.168.2.191,46,26,4,26,20,17386,377.96,5,39,2,0
2026-07-22,09:00,192.168.2.195,6,4,2,3,3,2746,457.67,1,5,0,0
2026-07-22,10:00,192.168.2.120,5,3,1,2,3,3804,760.8,0,5,0,0
2026-07-22,10:00,192.168.2.139,19,15,3,12,7,9516,500.84,0,18,1,0
2026-07-22,10:00,192.168.2.145,12,6,2,3,9,11484,957.0,0,11,1,0
2026-07-22,10:00,192.168.2.146,786,132,4,547,239,231853,294.98,4,752,30,0
2026-07-22,10:00,192.168.2.148,128,45,6,99,29,22853,178.54,7,111,6,4
2026-07-22,10:00,192.168.2.152,619,144,4,305,314,298160,481.68,67,440,112,0
2026-07-22,10:00,192.168.2.163,211,20,4,30,181,36767,174.25,109,101,1,0
2026-07-22,10:00,192.168.2.165,2,1,1,2,0,88,44.0,0,2,0,0
2026-07-22,10:00,192.168.2.166,269,57,3,174,95,38046,141.43,76,193,0,0
2026-07-22,10:00,192.168.2.169,84,30,8,47,37,24784,295.05,15,56,10,3
2026-07-22,10:00,192.168.2.184,313,97,8,196,117,85757,273.98,7,286,17,3
2026-07-22,10:00,192.168.2.191,13,11,1,8,5,6720,516.92,0,13,0,0
2026-07-22,10:00,192.168.2.195,8,6,2,6,2,1714,214.25,0,7,1,0
2026-07-22,11:00,192.168.2.120,4,2,1,1,3,3744,936.0,0,4,0,0
2026-07-22,11:00,192.168.2.139,37,20,2,23,14,19026,514.22,0,36,1,0
2026-07-22,11:00,192.168.2.145,1,1,1,0,1,1278,1278.0,0,1,0,0
2026-07-22,11:00,192.168.2.146,148,41,3,75,73,67547,456.4,0,140,8,0
2026-07-22,11:00,192.168.2.148,427,96,15,165,262,111469,261.05,20,385,14,8
2026-07-22,11:00,192.168.2.152,371,67,4,143,228,205620,554.23,49,253,69,0
2026-07-22,11:00,192.168.2.163,388,41,4,63,325,103440,266.6,160,225,3,0
2026-07-22,11:00,192.168.2.165,2,1,1,2,0,88,44.0,0,2,0,0
2026-07-22,11:00,192.168.2.166,537,82,6,362,175,61623,114.75,140,389,8,0
2026-07-22,11:00,192.168.2.169,143,33,6,63,80,39782,278.2,29,107,4,3
2026-07-22,11:00,192.168.2.184,198,71,5,142,56,39049,197.22,7,184,7,0
2026-07-22,11:00,192.168.2.191,58,38,5,38,20,21988,379.1,1,51,6,0
2026-07-22,11:00,192.168.2.195,3,2,1,1,2,2566,855.33,0,3,0,0
2026-07-22,12:00,192.168.2.120,3,1,1,0,3,3684,1228.0,0,3,0,0
2026-07-22,12:00,192.168.2.139,16,10,2,9,7,9236,577.25,0,13,3,0
2026-07-22,12:00,192.168.2.145,5,3,2,2,3,2686,537.2,1,4,0,0
2026-07-22,12:00,192.168.2.146,188,60,6,133,55,50762,270.01,6,175,7,0
2026-07-22,12:00,192.168.2.152,125,60,4,61,64,54640,437.12,20,101,4,0
2026-07-22,12:00,192.168.2.153,20,9,4,10,10,3929,196.45,7,13,0,0
2026-07-22,12:00,192.168.2.163,198,22,5,30,168,32724,165.27,85,111,2,0
2026-07-22,12:00,192.168.2.165,2,1,1,2,0,88,44.0,0,2,0,0
2026-07-22,12:00,192.168.2.166,145,41,4,102,43,18959,130.75,34,110,0,1
2026-07-22,12:00,192.168.2.181,105,39,8,51,54,38355,365.29,17,79,8,1
2026-07-22,12:00,192.168.2.191,132,49,8,73,59,40755,308.75,30,84,15,3
2026-07-22,12:00,192.168.2.195,22,14,4,14,8,7994,363.36,1,18,3,0
2026-07-22,13:00,192.168.2.120,3,1,1,0,3,3684,1228.0,0,3,0,0
2026-07-22,13:00,192.168.2.139,1,1,1,1,0,60,60.0,0,0,1,0
2026-07-22,13:00,192.168.2.145,26,11,2,10,16,17552,675.08,0,20,6,0
2026-07-22,13:00,192.168.2.146,450,89,5,339,111,141962,315.47,8,434,8,0
2026-07-22,13:00,192.168.2.152,407,57,3,101,306,248704,611.07,102,305,0,0
2026-07-22,13:00,192.168.2.153,37,22,4,24,13,12619,341.05,2,30,5,0
2026-07-22,13:00,192.168.2.163,234,31,4,33,201,45166,193.02,128,105,1,0
2026-07-22,13:00,192.168.2.165,2,2,2,2,0,88,44.0,0,1,0,1
2026-07-22,13:00,192.168.2.166,769,103,5,551,218,93317,121.35,172,594,3,0
2026-07-22,13:00,192.168.2.181,46,27,2,30,16,20802,452.22,0,43,3,0
2026-07-22,13:00,192.168.2.191,65,31,7,33,32,27231,418.94,12,47,6,0
2026-07-22,13:00,192.168.2.195,2,2,1,0,2,2506,1253.0,0,2,0,0
2026-07-22,14:00,192.168.2.120,10,3,1,2,8,8996,899.6,0,10,0,0
2026-07-22,14:00,192.168.2.139,22,12,3,11,11,10972,498.73,1,20,1,0
2026-07-22,14:00,192.168.2.145,9,6,2,4,5,6480,720.0,0,8,1,0
2026-07-22,14:00,192.168.2.146,371,78,4,256,115,122843,331.11,1,355,15,0
2026-07-22,14:00,192.168.2.152,396,62,3,92,304,276987,699.46,65,331,0,0
2026-07-22,14:00,192.168.2.153,124,38,10,40,84,49157,396.43,23,76,13,12
2026-07-22,14:00,192.168.2.160,381,91,7,263,118,90528,237.61,12,347,22,0
2026-07-22,14:00,192.168.2.163,409,29,5,27,382,64202,156.97,139,268,2,0
2026-07-22,14:00,192.168.2.165,5,2,1,5,0,220,44.0,0,5,0,0
2026-07-22,14:00,192.168.2.166,520,64,4,323,197,77680,149.38,157,362,1,0
2026-07-22,14:00,192.168.2.181,100,40,5,65,35,26186,261.86,3,80,7,10
2026-07-22,14:00,192.168.2.191,30,19,4,17,13,10716,357.2,5,22,3,0
2026-07-22,14:00,192.168.2.195,32,21,2,26,6,7860,245.62,1,31,0,0
2026-07-22,15:00,192.168.2.120,69,31,2,47,22,30686,444.72,0,68,1,0
2026-07-22,15:00,192.168.2.139,39,27,3,23,16,18589,476.64,0,36,3,0
2026-07-22,15:00,192.168.2.145,22,15,2,17,5,7360,334.55,0,21,1,0
2026-07-22,15:00,192.168.2.146,957,98,5,526,431,352661,368.51,10,934,13,0
2026-07-22,15:00,192.168.2.152,269,58,4,65,204,177793,660.94,54,214,1,0
2026-07-22,15:00,192.168.2.153,126,41,4,77,49,35304,280.19,11,106,9,0
2026-07-22,15:00,192.168.2.160,110,47,3,67,43,39683,360.75,4,100,6,0
2026-07-22,15:00,192.168.2.163,293,33,5,47,246,54437,185.79,103,188,2,0
2026-07-22,15:00,192.168.2.165,1,1,1,1,0,44,44.0,0,1,0,0
2026-07-22,15:00,192.168.2.166,326,57,3,218,108,41161,126.26,89,237,0,0
2026-07-22,15:00,192.168.2.181,44,22,4,30,14,8261,187.75,5,35,3,1
2026-07-22,15:00,192.168.2.191,43,20,2,22,21,17365,403.84,6,37,0,0
2026-07-22,15:00,192.168.2.195,13,6,1,8,5,6670,513.08,0,13,0,0
2026-07-22,16:00,192.168.2.120,8,4,1,1,7,8756,1094.5,0,8,0,0
2026-07-22,16:00,192.168.2.139,16,10,3,7,9,9302,581.38,0,13,3,0
2026-07-22,16:00,192.168.2.145,14,7,2,7,7,8117,579.79,0,11,3,0
2026-07-22,16:00,192.168.2.146,487,70,5,299,188,193008,396.32,9,468,10,0
2026-07-22,16:00,192.168.2.152,150,29,3,29,121,91176,607.84,31,119,0,0
2026-07-22,16:00,192.168.2.153,58,26,7,25,33,25680,442.76,13,38,7,0
2026-07-22,16:00,192.168.2.154,476,103,7,228,248,143273,300.99,15,446,15,0
2026-07-22,16:00,192.168.2.163,214,20,5,32,182,38338,179.15,93,119,2,0
2026-07-22,16:00,192.168.2.165,1,1,1,1,0,44,44.0,0,1,0,0
2026-07-22,16:00,192.168.2.166,118,28,4,74,44,17046,144.46,35,82,1,0
2026-07-22,16:00,192.168.2.191,174,47,6,47,127,115076,661.36,3,165,6,0
2026-07-22,16:00,192.168.2.195,44,17,1,29,15,19763,449.16,0,44,0,0
2026-07-22,17:00,192.168.2.120,94,24,8,40,54,34503,367.05,25,49,15,5
2026-07-22,17:00,192.168.2.139,25,16,1,18,7,9926,397.04,0,25,0,0
2026-07-22,17:00,192.168.2.145,5,4,2,1,4,5072,1014.4,0,4,1,0
2026-07-22,17:00,192.168.2.165,3,1,1,3,0,132,44.0,0,3,0,0
2026-07-22,17:00,192.168.2.191,36,19,2,12,24,20229,561.92,0,32,4,0
2026-07-22,18:00,192.168.2.120,14,6,3,4,10,10258,732.71,1,12,1,0
2026-07-22,18:00,192.168.2.139,24,19,1,10,14,17164,715.17,0,24,0,0
2026-07-22,18:00,192.168.2.145,1,1,1,0,1,1278,1278.0,0,1,0,0
2026-07-22,18:00,192.168.2.165,2,1,1,2,0,88,44.0,0,2,0,0
2026-07-22,18:00,192.168.2.191,199,49,8,66,133,107447,539.93,35,133,27,4
2026-07-22,18:00,192.168.2.195,30,22,2,24,6,7806,260.2,0,29,1,0
2026-07-22,19:00,192.168.2.120,6,2,1,1,5,6200,1033.33,0,6,0,0
2026-07-22,19:00,192.168.2.139,14,11,1,4,10,12870,919.29,0,14,0,0
2026-07-22,19:00,192.168.2.145,14,8,1,6,8,9436,674.0,0,14,0,0
2026-07-22,19:00,192.168.2.165,3,1,1,3,0,132,44.0,0,3,0,0
2026-07-22,19:00,192.168.2.191,123,45,2,58,65,55687,452.74,9,114,0,0
2026-07-22,19:00,192.168.2.195,4,3,1,2,2,2626,656.5,0,4,0,0
2026-07-22,20:00,192.168.2.120,8,3,1,2,6,7488,936.0,0,8,0,0
2026-07-22,20:00,192.168.2.145,12,6,1,5,7,9046,753.83,0,12,0,0
2026-07-22,20:00,192.168.2.165,3,1,1,3,0,132,44.0,0,3,0,0
2026-07-22,20:00,192.168.2.191,34,14,1,22,12,15359,451.74,0,34,0,0
2026-07-22,20:00,192.168.2.195,53,24,3,34,19,13872,261.74,10,43,0,0
2026-07-22,21:00,192.168.2.120,54,25,2,37,17,19821,367.06,0,53,1,0
2026-07-22,21:00,192.168.2.139,18,11,1,11,7,9456,525.33,0,18,0,0
2026-07-22,21:00,192.168.2.145,103,53,3,67,36,42427,411.91,0,97,6,0
2026-07-22,21:00,192.168.2.165,2,1,1,2,0,88,44.0,0,2,0,0
2026-07-22,21:00,192.168.2.191,53,28,3,29,24,28616,539.92,1,52,0,0
2026-07-22,21:00,192.168.2.195,59,37,2,42,17,20526,347.9,2,57,0,0
2026-07-22,22:00,192.168.2.120,8,3,1,2,6,7488,936.0,0,8,0,0
2026-07-22,22:00,192.168.2.145,1,1,1,0,1,1278,1278.0,0,1,0,0
2026-07-22,22:00,192.168.2.165,3,1,1,3,0,132,44.0,0,3,0,0
2026-07-22,22:00,192.168.2.191,289,50,7,39,250,191157,661.44,17,260,12,0
2026-07-22,22:00,192.168.2.195,21,11,3,13,8,7200,342.86,3,17,1,0
2026-07-22,23:00,192.168.2.120,4,1,1,0,4,4912,1228.0,0,4,0,0
2026-07-22,23:00,192.168.2.139,37,17,1,17,20,25258,682.65,0,37,0,0
2026-07-22,23:00,192.168.2.145,27,10,2,15,12,14941,553.37,0,26,1,0
2026-07-22,23:00,192.168.2.165,3,1,1,3,0,132,44.0,0,3,0,0
2026-07-22,23:00,192.168.2.191,169,55,7,91,78,55943,331.02,35,115,19,0
2026-07-22,23:00,192.168.2.195,20,14,1,11,9,12012,600.6,0,20,0,0
