tanggal,jam,srcip,jumlah_koneksi,jumlah_tujuan_unik,jumlah_port_unik,tcp,udp,total_data,average_datasize,dns,web,app,other,dns_ratio,web_ratio,app_ratio,other_ratio,destination_diversity
2026-07-27,00:00,192.168.2.165,2,1,1,2,0,88,44.0,0,2,0,0,0.0,1.0,0.0,0.0,0.5
2026-07-27,00:00,192.168.2.191,283,73,7,104,179,149361,527.78,41,209,33,0,0.1449,0.7385,0.1166,0.0,0.258
2026-07-27,00:00,192.168.2.195,127,18,2,15,112,65662,517.02,40,87,0,0,0.315,0.685,0.0,0.0,0.1417
2026-07-27,01:00,192.168.2.165,3,1,1,3,0,132,44.0,0,3,0,0,0.0,1.0,0.0,0.0,0.3333
2026-07-27,01:00,192.168.2.191,118,39,6,32,86,59090,500.76,15,99,4,0,0.1271,0.839,0.0339,0.0,0.3305
2026-07-27,01:00,192.168.2.195,48,29,4,34,14,15936,332.0,1,44,3,0,0.0208,0.9167,0.0625,0.0,0.6042
2026-07-27,02:00,192.168.2.165,3,1,1,3,0,132,44.0,0,3,0,0,0.0,1.0,0.0,0.0,0.3333
2026-07-27,02:00,192.168.2.191,331,27,2,10,321,163643,494.39,57,274,0,0,0.1722,0.8278,0.0,0.0,0.0816
2026-07-27,02:00,192.168.2.195,164,30,3,37,127,67275,410.21,51,112,1,0,0.311,0.6829,0.0061,0.0,0.1829
2026-07-27,03:00,192.168.2.165,3,1,1,3,0,132,44.0,0,3,0,0,0.0,1.0,0.0,0.0,0.3333
2026-07-27,03:00,192.168.2.191,136,43,3,47,89,53481,393.24,21,114,1,0,0.1544,0.8382,0.0074,0.0,0.3162
2026-07-27,03:00,192.168.2.195,20,10,1,15,5,7140,357.0,0,20,0,0,0.0,1.0,0.0,0.0,0.5
2026-07-27,04:00,192.168.2.165,2,1,1,2,0,88,44.0,0,2,0,0,0.0,1.0,0.0,0.0,0.5
2026-07-27,04:00,192.168.2.191,47,23,7,19,28,26776,569.7,5,31,11,0,0.1064,0.6596,0.234,0.0,0.4894
2026-07-27,04:00,192.168.2.195,16,12,1,11,5,6950,434.38,0,16,0,0,0.0,1.0,0.0,0.0,0.75
2026-07-27,05:00,192.168.2.165,2,1,1,2,0,88,44.0,0,2,0,0,0.0,1.0,0.0,0.0,0.5
2026-07-27,05:00,192.168.2.191,26,12,1,12,14,15883,610.88,0,26,0,0,0.0,1.0,0.0,0.0,0.4615
2026-07-27,05:00,192.168.2.195,16,11,1,13,3,4564,285.25,0,16,0,0,0.0,1.0,0.0,0.0,0.6875
2026-07-27,06:00,192.168.2.101,15,5,3,7,8,1056,70.4,9,6,0,0,0.6,0.4,0.0,0.0,0.3333
2026-07-27,06:00,192.168.2.165,3,1,1,3,0,132,44.0,0,3,0,0,0.0,1.0,0.0,0.0,0.3333
2026-07-27,06:00,192.168.2.175,49,21,5,23,26,20630,421.02,9,38,2,0,0.1837,0.7755,0.0408,0.0,0.4286
2026-07-27,06:00,192.168.2.183,9,3,5,2,7,2992,332.44,6,2,1,0,0.6667,0.2222,0.1111,0.0,0.3333
2026-07-27,06:00,192.168.2.191,31,20,4,18,13,10304,332.39,5,24,2,0,0.1613,0.7742,0.0645,0.0,0.6452
2026-07-27,06:00,192.168.2.193,15,8,6,3,12,6102,406.8,6,3,6,0,0.4,0.2,0.4,0.0,0.5333
2026-07-27,06:00,192.168.2.195,4,3,1,1,3,3794,948.5,0,4,0,0,0.0,1.0,0.0,0.0,0.75
2026-07-27,07:00,192.168.2.101,78,12,4,19,59,11704,150.05,42,33,3,0,0.5385,0.4231,0.0385,0.0,0.1538
