received_at,srcip,dstip_subnet,dstport,proto,datasize
2026-08-05 15:08:21.209267+07:00,192.168.2.152,10.24.107.0/24,7680,TCP,52
2026-08-05 15:08:21.209267+07:00,192.168.2.152,10.24.102.0/24,7680,TCP,52
2026-08-05 15:08:21.209267+07:00,192.168.2.152,10.24.102.0/24,7680,TCP,52
2026-08-05 15:08:21.209267+07:00,192.168.2.152,10.24.102.0/24,7680,TCP,52
2026-08-05 15:08:26.468946+07:00,192.168.2.152,8.8.8.0/24,53,UDP,78
2026-08-05 15:08:26.468946+07:00,192.168.2.152,52.178.17.0/24,443,TCP,52
2026-08-05 15:08:27.259583+07:00,192.168.2.166,35.186.224.0/24,443,TCP,52
2026-08-05 15:08:30.699201+07:00,192.168.2.152,8.8.4.0/24,443,UDP,248
2026-08-05 15:08:30.699201+07:00,192.168.2.152,23.56.239.0/24,443,UDP,1278
2026-08-05 15:08:31.699080+07:00,192.168.2.170,8.8.8.0/24,443,UDP,1228
2026-08-05 15:08:31.809479+07:00,192.168.2.170,172.217.114.0/24,443,UDP,1278
2026-08-05 15:08:32.779143+07:00,192.168.2.170,57.144.193.0/24,5222,TCP,60
2026-08-05 15:08:34.679191+07:00,192.168.2.152,8.8.8.0/24,443,UDP,1278
2026-08-05 15:08:35.913856+07:00,192.168.2.170,216.239.36.0/24,443,UDP,1278
2026-08-05 15:08:37.598845+07:00,192.168.2.170,20.50.201.0/24,443,TCP,60
2026-08-05 15:08:37.899432+07:00,192.168.2.170,172.217.118.0/24,443,UDP,1278
2026-08-05 15:08:39.178892+07:00,192.168.2.170,172.217.194.0/24,443,UDP,1278
2026-08-05 15:08:39.739412+07:00,192.168.2.170,172.217.112.0/24,443,TCP,60
2026-08-05 15:08:42.089070+07:00,192.168.2.170,52.247.72.0/24,443,TCP,60
2026-08-05 15:08:42.729064+07:00,192.168.2.170,52.247.72.0/24,443,TCP,60
2026-08-05 15:08:42.929102+07:00,192.168.2.170,52.247.72.0/24,443,TCP,60
2026-08-05 15:08:43.759651+07:00,192.168.2.170,172.217.118.0/24,443,UDP,1278
2026-08-05 15:08:44.878708+07:00,192.168.2.170,52.123.252.0/24,443,TCP,60
2026-08-05 15:08:46.219224+07:00,192.168.2.152,10.24.102.0/24,7680,TCP,52
2026-08-05 15:08:46.839302+07:00,192.168.2.166,8.8.8.0/24,53,UDP,60
2026-08-05 15:08:47.998917+07:00,192.168.2.170,142.251.12.0/24,443,TCP,60
