received_at,srcip,dstip_subnet,dstport,proto,datasize
2026-08-02 07:22:40.542251+07:00,192.168.2.191,57.144.193.0/24,443,TCP,60
2026-08-02 07:22:40.543065+07:00,192.168.2.191,57.144.161.0/24,5222,TCP,60
2026-08-02 07:22:40.543065+07:00,192.168.2.191,8.8.8.0/24,443,UDP,1228
2026-08-02 07:22:40.702704+07:00,192.168.2.191,157.240.208.0/24,443,TCP,60
2026-08-02 07:24:05.193493+07:00,192.168.2.162,57.144.101.0/24,443,TCP,60
2026-08-02 07:24:05.302243+07:00,192.168.2.162,8.8.8.0/24,443,UDP,1228
2026-08-02 07:24:06.081735+07:00,192.168.2.162,57.144.193.0/24,443,TCP,60
2026-08-02 07:24:06.221988+07:00,192.168.2.162,57.144.193.0/24,443,TCP,60
2026-08-02 07:24:06.222611+07:00,192.168.2.162,57.144.193.0/24,443,UDP,1280
2026-08-02 07:24:06.582371+07:00,192.168.2.162,57.144.193.0/24,443,UDP,1280
2026-08-02 07:24:08.102088+07:00,192.168.2.162,57.144.101.0/24,443,UDP,1280
2026-08-02 07:24:12.222749+07:00,192.168.2.162,31.13.95.0/24,443,UDP,1280
2026-08-02 07:24:13.921707+07:00,192.168.2.162,157.240.208.0/24,443,UDP,1280
2026-08-02 07:24:51.082599+07:00,192.168.2.191,57.144.193.0/24,443,TCP,60
2026-08-02 07:24:51.082599+07:00,192.168.2.191,8.8.8.0/24,443,UDP,1228
2026-08-02 07:25:06.564259+07:00,192.168.2.195,8.8.8.0/24,443,UDP,1228
2026-08-02 07:25:06.564259+07:00,192.168.2.195,52.123.225.0/24,443,TCP,60
2026-08-02 07:25:06.791924+07:00,192.168.2.195,40.126.16.0/24,443,TCP,60
2026-08-02 07:25:06.793470+07:00,192.168.2.195,40.126.16.0/24,443,TCP,60
2026-08-02 07:25:06.793470+07:00,192.168.2.195,40.126.16.0/24,443,TCP,60
2026-08-02 07:25:06.793470+07:00,192.168.2.195,40.126.16.0/24,443,TCP,60
2026-08-02 07:25:12.462288+07:00,192.168.2.195,52.168.117.0/24,443,TCP,60
2026-08-02 07:26:53.802046+07:00,192.168.2.191,57.144.193.0/24,5222,TCP,60
2026-08-02 07:26:53.802662+07:00,192.168.2.191,8.8.8.0/24,443,UDP,1228
2026-08-02 07:26:57.392177+07:00,192.168.2.191,172.217.118.0/24,443,UDP,1278
2026-08-02 07:26:57.892457+07:00,192.168.2.191,172.217.118.0/24,443,UDP,1278
2026-08-02 07:26:57.892457+07:00,192.168.2.191,172.217.118.0/24,443,UDP,1278
2026-08-02 07:26:59.912713+07:00,192.168.2.191,172.217.118.0/24,443,UDP,1278
2026-08-02 07:27:03.038558+07:00,192.168.2.191,172.217.118.0/24,443,UDP,1278
2026-08-02 07:27:05.182708+07:00,192.168.2.195,8.8.8.0/24,443,UDP,1228
