tanggal,jam,srcip,jumlah_koneksi,jumlah_tujuan_unik,jumlah_port_unik,tcp,udp,total_data,average_datasize,dns,web,app,other,dns_ratio,web_ratio,app_ratio,other_ratio,destination_diversity
2026-07-30,00:00,172.30.252.114,17,2,6,0,17,2220,130.58823529411765,0,0,3,14,0.0,0.0,0.1765,0.8235,0.1176
2026-07-30,00:00,192.168.2.100,543,62,6,402,141,161820,298.0110497237569,12,522,6,3,0.0221,0.9613,0.011,0.0055,0.1142
2026-07-30,00:00,192.168.2.102,425,52,4,252,173,197182,463.9576470588235,0,410,15,0,0.0,0.9647,0.0353,0.0,0.1224
2026-07-30,00:00,192.168.2.145,237,29,9,111,126,92994,392.37974683544303,54,123,42,18,0.2278,0.519,0.1772,0.0759,0.1224
2026-07-30,00:00,192.168.2.152,894,98,3,458,436,257445,287.9697986577181,243,651,0,0,0.2718,0.7282,0.0,0.0,0.1096
2026-07-30,00:00,192.168.2.155,10,5,4,4,6,2616,261.6,2,4,4,0,0.2,0.4,0.4,0.0,0.5
2026-07-30,00:00,192.168.2.157,819,90,8,516,303,251983,307.6715506715507,30,733,53,3,0.0366,0.895,0.0647,0.0037,0.1099
2026-07-30,00:00,192.168.2.163,1033,33,8,138,895,189206,183.16166505324298,413,587,21,12,0.3998,0.5682,0.0203,0.0116,0.0319
2026-07-30,00:00,192.168.2.165,3,1,1,3,0,132,44.0,0,3,0,0,0.0,1.0,0.0,0.0,0.3333
2026-07-30,00:00,192.168.2.166,833,80,4,576,257,49627,59.57623049219688,257,564,0,12,0.3085,0.6771,0.0,0.0144,0.096
2026-07-30,00:00,192.168.2.168,710,50,5,560,150,175974,247.8507042253521,9,674,27,0,0.0127,0.9493,0.038,0.0,0.0704
2026-07-30,00:00,192.168.2.170,36,5,2,24,12,16176,449.3333333333333,0,33,3,0,0.0,0.9167,0.0833,0.0,0.1389
2026-07-30,00:00,192.168.2.180,6,1,1,0,6,1056,176.0,0,0,6,0,0.0,0.0,1.0,0.0,0.1667
2026-07-30,00:00,192.168.2.185,184,27,4,124,60,73263,398.16847826086956,9,172,3,0,0.0489,0.9348,0.0163,0.0,0.1467
2026-07-30,00:00,192.168.2.188,488,66,21,341,147,115211,236.08811475409837,15,381,17,75,0.0307,0.7807,0.0348,0.1537,0.1352
2026-07-30,00:00,192.168.2.191,465,58,7,252,213,189603,407.7483870967742,48,363,54,0,0.1032,0.7806,0.1161,0.0,0.1247
2026-07-30,00:00,192.168.2.195,22,5,2,7,15,15636,710.7272727272727,3,19,0,0,0.1364,0.8636,0.0,0.0,0.2273
2026-07-30,00:00,192.168.2.198,309,17,4,159,150,100668,325.7864077669903,72,213,24,0,0.233,0.6893,0.0777,0.0,0.055
2026-07-30,01:00,172.30.252.114,24,2,6,0,24,3456,144.0,0,0,0,24,0.0,0.0,0.0,1.0,0.0833
2026-07-30,01:00,192.168.2.100,457,70,3,341,116,139546,305.3522975929978,4,453,0,0,0.0088,0.9912,0.0,0.0,0.1532
2026-07-30,01:00,192.168.2.102,196,33,7,78,118,95846,489.01020408163265,30,138,28,0,0.1531,0.7041,0.1429,0.0,0.1684
2026-07-30,01:00,192.168.2.145,116,22,5,46,70,72072,621.3103448275862,0,86,30,0,0.0,0.7414,0.2586,0.0,0.1897
2026-07-30,01:00,192.168.2.152,734,56,2,300,434,250852,341.7602179836512,238,496,0,0,0.3243,0.6757,0.0,0.0,0.0763
2026-07-30,01:00,192.168.2.155,2,1,1,0,2,120,60.0,2,0,0,0,1.0,0.0,0.0,0.0,0.5
2026-07-30,01:00,192.168.2.157,1245,108,7,689,556,392887,315.5718875502008,5,1197,28,15,0.004,0.9614,0.0225,0.012,0.0867
