received_at,srcip,dstip_subnet,dstport,proto,datasize
2026-08-10 07:53:45.512559+07:00,192.168.2.152,8.8.8.0/24,53,UDP,56
2026-08-10 07:53:45.512559+07:00,192.168.2.152,8.8.8.0/24,53,UDP,56
2026-08-10 07:53:45.512559+07:00,192.168.2.152,8.8.8.0/24,443,UDP,1278
2026-08-10 07:53:45.742820+07:00,192.168.2.152,57.144.193.0/24,443,UDP,1278
2026-08-10 07:53:46.852387+07:00,192.168.2.133,8.8.8.0/24,53,UDP,60
2026-08-10 07:53:47.671724+07:00,192.168.2.186,57.144.193.0/24,443,TCP,64
2026-08-10 07:53:54.112108+07:00,192.168.2.186,57.144.193.0/24,5222,TCP,64
2026-08-10 07:53:55.892288+07:00,192.168.2.180,187.15.132.0/24,51820,UDP,176
2026-08-10 07:53:57.312293+07:00,192.168.2.166,146.112.41.0/24,443,TCP,52
2026-08-10 07:53:57.432297+07:00,192.168.2.166,57.144.151.0/24,443,TCP,52
2026-08-10 07:53:57.432297+07:00,192.168.2.152,57.144.9.0/24,443,UDP,1278
2026-08-10 07:53:59.252077+07:00,192.168.2.166,35.186.224.0/24,443,TCP,52
2026-08-10 07:54:01.873563+07:00,192.168.2.129,8.8.8.0/24,53,UDP,81
2026-08-10 07:54:02.962126+07:00,192.168.2.157,172.217.118.0/24,443,UDP,1278
2026-08-10 07:54:03.903895+07:00,192.168.2.157,172.217.116.0/24,443,TCP,60
2026-08-10 07:54:05.481478+07:00,192.168.2.157,172.217.116.0/24,443,TCP,60
2026-08-10 07:54:09.333962+07:00,192.168.2.133,103.111.147.0/24,443,UDP,96
2026-08-10 07:54:10.562442+07:00,192.168.2.186,17.248.224.0/24,443,TCP,64
2026-08-10 07:54:10.711546+07:00,192.168.2.157,172.217.116.0/24,443,TCP,60
2026-08-10 07:54:12.032835+07:00,192.168.2.157,172.217.116.0/24,443,TCP,60
2026-08-10 07:54:12.941842+07:00,192.168.2.157,172.217.116.0/24,443,TCP,60
2026-08-10 07:54:15.695089+07:00,192.168.2.166,35.186.224.0/24,443,TCP,52
2026-08-10 07:54:15.953701+07:00,192.168.2.166,35.186.224.0/24,443,TCP,52
2026-08-10 07:54:16.233660+07:00,192.168.2.157,172.217.116.0/24,443,TCP,60
2026-08-10 07:54:16.713202+07:00,192.168.2.152,23.56.239.0/24,443,UDP,1278
2026-08-10 07:54:17.992367+07:00,192.168.2.133,57.144.100.0/24,443,UDP,96
2026-08-10 07:54:18.732638+07:00,192.168.2.152,20.42.73.0/24,443,TCP,52
2026-08-10 07:54:19.671502+07:00,192.168.2.152,204.79.197.0/24,443,TCP,52
2026-08-10 07:54:21.232214+07:00,192.168.2.166,146.112.41.0/24,443,TCP,52
2026-08-10 07:54:21.692271+07:00,192.168.2.166,8.8.8.0/24,53,UDP,64
2026-08-10 07:54:25.703022+07:00,192.168.2.152,23.56.239.0/24,443,UDP,1278
2026-08-10 07:54:25.703022+07:00,192.168.2.152,57.144.193.0/24,443,UDP,1278
2026-08-10 07:54:29.253150+07:00,192.168.2.166,35.186.224.0/24,443,TCP,52
2026-08-10 07:54:30.132157+07:00,192.168.2.157,57.144.193.0/24,443,TCP,60
