tanggal,jam,srcip,jumlah_koneksi,jumlah_tujuan_unik,jumlah_port_unik,tcp,udp,total_data,average_datasize,dns,web,app,other,dns_ratio,web_ratio,app_ratio,other_ratio,destination_diversity
2026-08-13,00:00,192.168.2.113,92,17,6,75,17,11584,125.91304347826087,14,50,27,1,0.1522,0.5435,0.2935,0.0109,0.1848
2026-08-13,00:00,192.168.2.115,9,6,1,3,6,7700,855.5555555555555,0,9,0,0,0.0,1.0,0.0,0.0,0.6667
2026-08-13,00:00,192.168.2.139,59,27,5,21,38,26904,456.0,6,50,3,0,0.1017,0.8475,0.0508,0.0,0.4576
2026-08-13,00:00,192.168.2.142,12,7,1,7,5,6560,546.6666666666666,0,12,0,0,0.0,1.0,0.0,0.0,0.5833
2026-08-13,00:00,192.168.2.145,47,25,5,31,16,18012,383.2340425531915,1,39,7,0,0.0213,0.8298,0.1489,0.0,0.5319
2026-08-13,00:00,192.168.2.152,135,47,4,56,79,39011,288.97037037037035,39,95,1,0,0.2889,0.7037,0.0074,0.0,0.3481
2026-08-13,00:00,192.168.2.159,77,31,6,44,33,27046,351.24675324675326,9,59,9,0,0.1169,0.7662,0.1169,0.0,0.4026
2026-08-13,00:00,192.168.2.161,46,17,5,15,31,15381,334.3695652173913,14,28,3,1,0.3043,0.6087,0.0652,0.0217,0.3696
2026-08-13,00:00,192.168.2.163,355,84,7,151,204,115688,325.8816901408451,19,316,20,0,0.0535,0.8901,0.0563,0.0,0.2366
2026-08-13,00:00,192.168.2.165,3,1,1,3,0,132,44.0,0,3,0,0,0.0,1.0,0.0,0.0,0.3333
2026-08-13,00:00,192.168.2.166,348,67,5,224,124,38811,111.52586206896552,106,238,4,0,0.3046,0.6839,0.0115,0.0,0.1925
2026-08-13,00:00,192.168.2.169,114,44,7,81,33,26083,228.7982456140351,12,90,12,0,0.1053,0.7895,0.1053,0.0,0.386
2026-08-13,00:00,192.168.2.174,38,20,5,32,6,9063,238.5,6,31,1,0,0.1579,0.8158,0.0263,0.0,0.5263
2026-08-13,00:00,192.168.2.176,316,72,4,224,92,107580,340.44303797468353,3,309,4,0,0.0095,0.9778,0.0127,0.0,0.2278
2026-08-13,00:00,192.168.2.177,59,28,1,47,12,15800,267.79661016949154,0,59,0,0,0.0,1.0,0.0,0.0,0.4746
2026-08-13,00:00,192.168.2.185,136,45,6,92,44,44388,326.38235294117646,4,119,13,0,0.0294,0.875,0.0956,0.0,0.3309
2026-08-13,00:00,192.168.2.195,2,2,1,1,1,1288,644.0,0,2,0,0,0.0,1.0,0.0,0.0,1.0
2026-08-13,00:00,192.168.2.200,112,16,4,20,92,18571,165.8125,61,50,1,0,0.5446,0.4464,0.0089,0.0,0.1429
2026-08-13,01:00,192.168.2.113,89,8,4,76,13,15050,169.1011235955056,14,58,17,0,0.1573,0.6517,0.191,0.0,0.0899
2026-08-13,01:00,192.168.2.115,31,25,3,16,15,15248,491.8709677419355,0,27,4,0,0.0,0.871,0.129,0.0,0.8065
