received_at,srcip,dstip_subnet,dstport,proto,datasize
2026-07-29 15:24:38.468794+07:00,192.168.2.185,8.8.8.0/24,443,UDP,1228
2026-07-29 15:24:38.649817+07:00,192.168.2.185,142.251.153.0/24,443,UDP,1278
2026-07-29 15:24:39.840841+07:00,192.168.2.185,172.217.119.0/24,443,UDP,1278
2026-07-29 15:24:41.280440+07:00,192.168.2.191,8.8.8.0/24,853,TCP,300
2026-07-29 15:24:41.280440+07:00,192.168.2.191,8.8.8.0/24,443,UDP,1228
2026-07-29 15:24:42.188520+07:00,192.168.2.191,74.125.24.0/24,443,UDP,1278
2026-07-29 15:24:43.588542+07:00,192.168.2.191,172.253.118.0/24,80,TCP,60
2026-07-29 15:24:46.560086+07:00,192.168.2.191,51.81.57.0/24,2002,UDP,1052
2026-07-29 15:24:50.230911+07:00,192.168.2.191,216.239.35.0/24,123,UDP,76
2026-07-29 15:24:50.230911+07:00,192.168.2.191,51.81.57.0/24,2002,UDP,1052
2026-07-29 15:24:52.578981+07:00,192.168.2.185,8.211.29.0/24,443,TCP,60
2026-07-29 15:25:02.349291+07:00,192.168.2.191,116.12.46.0/24,123,UDP,76
2026-07-29 15:25:02.469137+07:00,192.168.2.191,20.42.65.0/24,443,TCP,60
2026-07-29 15:25:03.029032+07:00,192.168.2.191,23.75.212.0/24,80,TCP,60
2026-07-29 15:25:03.140981+07:00,192.168.2.191,13.35.36.0/24,80,TCP,60
2026-07-29 15:25:03.298863+07:00,192.168.2.191,49.238.239.0/24,80,TCP,60
2026-07-29 15:25:07.388560+07:00,192.168.2.191,216.239.35.0/24,123,UDP,76
2026-07-29 15:25:07.389216+07:00,192.168.2.191,162.159.200.0/24,2002,UDP,1052
2026-07-29 15:25:10.838706+07:00,192.168.2.155,172.217.118.0/24,443,UDP,1278
2026-07-29 15:25:12.288063+07:00,192.168.2.163,57.144.192.0/24,443,UDP,64
2026-07-29 15:25:12.288063+07:00,192.168.2.163,8.8.8.0/24,53,UDP,72
2026-07-29 15:25:12.289545+07:00,192.168.2.163,57.144.192.0/24,443,UDP,1280
2026-07-29 15:25:12.289545+07:00,192.168.2.163,8.8.8.0/24,53,UDP,72
2026-07-29 15:25:16.149123+07:00,192.168.2.155,142.250.4.0/24,443,TCP,60
2026-07-29 15:25:16.418369+07:00,192.168.2.155,65.8.76.0/24,443,TCP,60
2026-07-29 15:25:16.418369+07:00,192.168.2.155,34.104.35.0/24,80,TCP,60
2026-07-29 15:25:16.570001+07:00,192.168.2.198,57.144.193.0/24,443,TCP,60
2026-07-29 15:25:17.568726+07:00,192.168.2.191,51.81.57.0/24,2002,UDP,1052
