received_at,srcip,dstip_subnet,dstport,proto,datasize
2026-07-21 09:00:42.495276+07:00,192.168.2.149,8.8.8.0/24,443,UDP,1228
2026-07-21 09:00:42.495276+07:00,192.168.2.149,119.8.176.0/24,443,TCP,60
2026-07-21 09:00:42.996421+07:00,192.168.2.149,13.35.36.0/24,443,TCP,60
2026-07-21 09:00:43.856305+07:00,192.168.2.101,172.217.117.0/24,443,UDP,1278
2026-07-21 09:00:45.705449+07:00,192.168.2.161,8.8.8.0/24,53,UDP,60
2026-07-21 09:00:49.105521+07:00,192.168.2.139,8.8.8.0/24,53,UDP,69
2026-07-21 09:00:49.105521+07:00,192.168.2.139,57.144.193.0/24,443,TCP,64
2026-07-21 09:00:52.715200+07:00,192.168.2.161,8.8.8.0/24,443,UDP,230
2026-07-21 09:00:52.715200+07:00,192.168.2.161,3.39.66.0/24,443,TCP,60
2026-07-21 09:00:52.905853+07:00,192.168.2.149,35.190.118.0/24,443,TCP,60
2026-07-21 09:00:57.387733+07:00,192.168.2.139,8.8.8.0/24,53,UDP,62
2026-07-21 09:00:57.387733+07:00,192.168.2.139,57.144.192.0/24,443,TCP,60
2026-07-21 09:00:59.316393+07:00,192.168.2.149,57.144.193.0/24,443,TCP,60
2026-07-21 09:00:59.535359+07:00,192.168.2.101,57.144.193.0/24,443,TCP,60
2026-07-21 09:00:59.536450+07:00,192.168.2.149,57.144.193.0/24,443,TCP,60
2026-07-21 09:01:01.175726+07:00,192.168.2.101,57.144.192.0/24,443,UDP,1280
2026-07-21 09:01:04.405407+07:00,192.168.2.149,142.251.10.0/24,443,UDP,1278
2026-07-21 09:01:07.915247+07:00,192.168.2.139,8.8.8.0/24,53,UDP,60
2026-07-21 09:01:12.267668+07:00,192.168.2.139,57.144.151.0/24,443,TCP,60
2026-07-21 09:01:12.267668+07:00,192.168.2.139,8.8.8.0/24,53,UDP,60
2026-07-21 09:01:12.995302+07:00,192.168.2.139,57.144.193.0/24,443,TCP,60
2026-07-21 09:01:16.755771+07:00,192.168.2.161,8.8.8.0/24,53,UDP,60
2026-07-21 09:01:19.296994+07:00,192.168.2.139,57.144.193.0/24,5222,TCP,60
2026-07-21 09:01:19.296994+07:00,192.168.2.139,31.13.95.0/24,443,TCP,60
2026-07-21 09:01:19.296994+07:00,192.168.2.149,31.13.95.0/24,443,TCP,60
2026-07-21 09:01:19.984900+07:00,192.168.2.139,57.144.193.0/24,443,TCP,60
2026-07-21 09:01:20.425087+07:00,192.168.2.139,31.13.95.0/24,443,UDP,1228
2026-07-21 09:01:21.286326+07:00,192.168.2.139,57.144.193.0/24,443,UDP,1228
2026-07-21 09:01:23.575264+07:00,192.168.2.191,8.8.8.0/24,443,UDP,1228
2026-07-21 09:01:23.687402+07:00,192.168.2.191,8.8.8.0/24,443,UDP,1278
2026-07-21 09:01:32.394898+07:00,192.168.2.148,57.144.101.0/24,5222,TCP,60
2026-07-21 09:01:32.606578+07:00,192.168.2.191,122.144.2.0/24,443,UDP,1278
2026-07-21 09:01:39.736664+07:00,192.168.2.139,172.217.116.0/24,443,UDP,1278
2026-07-21 09:01:46.416500+07:00,192.168.2.139,10.68.90.0/24,53,UDP,66
2026-07-21 09:01:46.416500+07:00,192.168.2.139,10.68.90.0/24,53,UDP,66
2026-07-21 09:01:47.065674+07:00,192.168.2.139,68.219.34.0/24,443,TCP,60
2026-07-21 09:01:48.635826+07:00,192.168.2.145,157.240.208.0/24,443,TCP,60
2026-07-21 09:01:48.635826+07:00,192.168.2.145,8.8.8.0/24,443,UDP,1228
2026-07-21 09:01:48.936153+07:00,192.168.2.145,172.217.112.0/24,443,UDP,1278
2026-07-21 09:01:49.605075+07:00,192.168.2.139,10.68.90.0/24,53,UDP,66
2026-07-21 09:01:50.375257+07:00,192.168.2.145,172.217.116.0/24,443,UDP,1278
2026-07-21 09:01:50.904988+07:00,192.168.2.145,172.217.116.0/24,443,UDP,1278
