received_at,srcip,dstip_subnet,dstport,proto,datasize
2026-08-13 07:38:16.561017+07:00,192.168.2.152,57.144.101.0/24,443,UDP,1278
2026-08-13 07:38:17.121537+07:00,192.168.2.166,8.8.8.0/24,53,UDP,61
2026-08-13 07:38:20.591597+07:00,192.168.2.166,8.8.8.0/24,53,UDP,61
2026-08-13 07:38:24.871075+07:00,192.168.2.166,172.217.194.0/24,443,TCP,52
2026-08-13 07:38:26.311358+07:00,192.168.2.139,57.144.192.0/24,443,UDP,64
2026-08-13 07:38:26.651524+07:00,192.168.2.166,8.8.8.0/24,53,UDP,69
2026-08-13 07:38:26.651524+07:00,192.168.2.166,35.186.224.0/24,443,TCP,52
2026-08-13 07:38:28.171784+07:00,192.168.2.152,57.144.193.0/24,443,TCP,52
2026-08-13 07:38:29.241590+07:00,192.168.2.139,182.3.33.0/24,443,UDP,96
2026-08-13 07:38:32.691964+07:00,192.168.2.200,57.144.150.0/24,443,UDP,96
2026-08-13 07:38:33.171456+07:00,192.168.2.152,57.144.101.0/24,443,UDP,346
2026-08-13 07:38:33.172079+07:00,192.168.2.152,57.144.9.0/24,443,UDP,448
2026-08-13 07:38:34.451194+07:00,192.168.2.159,8.8.8.0/24,53,UDP,60
2026-08-13 07:38:35.051416+07:00,192.168.2.152,8.8.4.0/24,443,TCP,52
2026-08-13 07:38:36.141397+07:00,192.168.2.166,52.6.228.0/24,443,TCP,52
2026-08-13 07:38:38.351440+07:00,192.168.2.139,57.144.192.0/24,443,UDP,96
2026-08-13 07:38:40.401113+07:00,192.168.2.113,8.8.4.0/24,443,TCP,589
