tanggal,jam,srcip,jumlah_koneksi,jumlah_tujuan_unik,jumlah_port_unik,tcp,udp,total_data,average_datasize,dns,web,app,other,dns_ratio,web_ratio,app_ratio,other_ratio,destination_diversity
2026-08-03,00:00,172.30.252.114,3,1,3,0,3,432,144.0,0,0,0,3,0.0,0.0,0.0,1.0,0.3333
2026-08-03,00:00,192.168.2.101,207,14,4,19,188,27689,133.76328502415458,57,149,1,0,0.2754,0.7198,0.0048,0.0,0.0676
2026-08-03,00:00,192.168.2.107,15,13,2,14,1,2118,141.2,0,15,0,0,0.0,1.0,0.0,0.0,0.8667
2026-08-03,00:00,192.168.2.145,23,15,6,11,12,12095,525.8695652173913,4,16,3,0,0.1739,0.6957,0.1304,0.0,0.6522
2026-08-03,00:00,192.168.2.159,58,32,4,33,25,27016,465.7931034482759,1,53,4,0,0.0172,0.9138,0.069,0.0,0.5517
2026-08-03,00:00,192.168.2.162,8,5,2,3,5,6528,816.0,0,7,1,0,0.0,0.875,0.125,0.0,0.625
2026-08-03,00:00,192.168.2.163,26,6,3,7,19,3023,116.26923076923077,18,8,0,0,0.6923,0.3077,0.0,0.0,0.2308
2026-08-03,00:00,192.168.2.165,1,1,1,1,0,44,44.0,0,1,0,0,0.0,1.0,0.0,0.0,1.0
2026-08-03,00:00,192.168.2.166,122,62,4,98,24,10230,83.85245901639344,21,100,0,1,0.1721,0.8197,0.0,0.0082,0.5082
2026-08-03,00:00,192.168.2.167,36,17,7,16,20,19441,540.0277777777778,4,25,7,0,0.1111,0.6944,0.1944,0.0,0.4722
2026-08-03,00:00,192.168.2.174,27,16,5,21,6,7750,287.037037037037,5,21,0,1,0.1852,0.7778,0.0,0.037,0.5926
2026-08-03,00:00,192.168.2.180,2,2,2,0,2,1404,702.0,0,0,1,1,0.0,0.0,0.5,0.5,1.0
2026-08-03,00:00,192.168.2.186,21,8,4,13,8,2887,137.47619047619048,7,11,3,0,0.3333,0.5238,0.1429,0.0,0.381
2026-08-03,00:00,192.168.2.193,180,53,5,131,49,59630,331.27777777777777,5,170,5,0,0.0278,0.9444,0.0278,0.0,0.2944
