tanggal,jam,srcip,jumlah_koneksi,jumlah_tujuan_unik,jumlah_port_unik,tcp,udp,total_data,average_datasize,dns,web,app,other,dns_ratio,web_ratio,app_ratio,other_ratio,destination_diversity
2026-08-14,00:00,192.168.2.113,76,13,3,63,13,10058,132.3421052631579,13,38,25,0,0.1711,0.5,0.3289,0.0,0.1711
2026-08-14,00:00,192.168.2.115,17,4,2,8,9,11998,705.7647058823529,0,15,2,0,0.0,0.8824,0.1176,0.0,0.2353
2026-08-14,00:00,192.168.2.122,81,39,5,70,11,17388,214.66666666666666,2,74,5,0,0.0247,0.9136,0.0617,0.0,0.4815
2026-08-14,00:00,192.168.2.139,162,32,5,42,120,93923,579.7716049382716,19,137,6,0,0.1173,0.8457,0.037,0.0,0.1975
2026-08-14,00:00,192.168.2.140,778,102,7,363,415,233828,300.55012853470436,46,690,42,0,0.0591,0.8869,0.054,0.0,0.1311
2026-08-14,00:00,192.168.2.141,302,70,8,160,142,134495,445.3476821192053,28,250,18,6,0.0927,0.8278,0.0596,0.0199,0.2318
2026-08-14,00:00,192.168.2.142,2,1,1,0,2,2456,1228.0,0,2,0,0,0.0,1.0,0.0,0.0,0.5
2026-08-14,00:00,192.168.2.145,28,13,5,15,13,10372,370.42857142857144,4,20,4,0,0.1429,0.7143,0.1429,0.0,0.4643
2026-08-14,00:00,192.168.2.149,296,56,4,216,80,65852,222.47297297297297,4,258,34,0,0.0135,0.8716,0.1149,0.0,0.1892
2026-08-14,00:00,192.168.2.150,558,67,15,193,365,230636,413.326164874552,12,484,16,46,0.0215,0.8674,0.0287,0.0824,0.1201
2026-08-14,00:00,192.168.2.159,202,48,6,124,78,74700,369.8019801980198,20,175,7,0,0.099,0.8663,0.0347,0.0,0.2376
2026-08-14,00:00,192.168.2.165,5,1,1,5,0,220,44.0,0,5,0,0,0.0,1.0,0.0,0.0,0.2
2026-08-14,00:00,192.168.2.166,275,73,4,217,58,23649,85.99636363636364,50,207,18,0,0.1818,0.7527,0.0655,0.0,0.2655
2026-08-14,00:00,192.168.2.170,120,29,5,66,54,49485,412.375,4,103,11,2,0.0333,0.8583,0.0917,0.0167,0.2417
2026-08-14,00:00,192.168.2.174,60,17,4,45,15,20473,341.21666666666664,17,41,0,2,0.2833,0.6833,0.0,0.0333,0.2833
2026-08-14,00:00,192.168.2.179,483,61,5,350,133,159738,330.72049689440996,4,464,15,0,0.0083,0.9607,0.0311,0.0,0.1263
2026-08-14,00:00,192.168.2.181,246,100,4,163,83,67854,275.8292682926829,34,209,3,0,0.1382,0.8496,0.0122,0.0,0.4065
2026-08-14,00:00,192.168.2.185,565,80,5,399,166,203139,359.53805309734514,6,542,17,0,0.0106,0.9593,0.0301,0.0,0.1416
2026-08-14,00:00,192.168.2.195,4,2,1,2,2,2576,644.0,0,4,0,0,0.0,1.0,0.0,0.0,0.5
2026-08-14,00:00,192.168.2.200,269,16,3,29,240,38901,144.61338289962825,123,144,2,0,0.4572,0.5353,0.0074,0.0,0.0595
2026-08-14,01:00,172.30.252.114,11,3,8,0,11,1508,137.0909090909091,0,0,1,10,0.0,0.0,0.0909,0.9091,0.2727
2026-08-14,01:00,192.168.2.113,158,29,5,136,22,22060,139.62025316455697,18,80,60,0,0.1139,0.5063,0.3797,0.0,0.1835
2026-08-14,01:00,192.168.2.115,24,16,2,14,10,13420,559.1666666666666,0,23,1,0,0.0,0.9583,0.0417,0.0,0.6667
2026-08-14,01:00,192.168.2.122,123,53,4,78,45,54474,442.8780487804878,1,118,4,0,0.0081,0.9593,0.0325,0.0,0.4309
2026-08-14,01:00,192.168.2.139,123,43,2,35,88,40880,332.3577235772358,28,95,0,0,0.2276,0.7724,0.0,0.0,0.3496
2026-08-14,01:00,192.168.2.140,429,111,5,241,188,140259,326.94405594405595,5,413,11,0,0.0117,0.9627,0.0256,0.0,0.2587
2026-08-14,01:00,192.168.2.141,84,34,2,62,22,27057,322.10714285714283,0,74,10,0,0.0,0.881,0.119,0.0,0.4048
2026-08-14,01:00,192.168.2.142,1,1,1,0,1,1228,1228.0,0,1,0,0,0.0,1.0,0.0,0.0,1.0
2026-08-14,01:00,192.168.2.145,29,14,2,15,14,15301,527.6206896551724,0,27,2,0,0.0,0.931,0.069,0.0,0.4828
2026-08-14,01:00,192.168.2.149,90,44,2,61,29,40076,445.2888888888889,0,89,1,0,0.0,0.9889,0.0111,0.0,0.4889
2026-08-14,01:00,192.168.2.150,62,29,4,28,34,34105,550.0806451612904,5,55,1,1,0.0806,0.8871,0.0161,0.0161,0.4677
2026-08-14,01:00,192.168.2.159,63,30,6,33,30,25919,411.41269841269843,7,49,7,0,0.1111,0.7778,0.1111,0.0,0.4762
2026-08-14,01:00,192.168.2.166,508,90,7,344,164,57473,113.13582677165354,130,361,15,2,0.2559,0.7106,0.0295,0.0039,0.1772
2026-08-14,01:00,192.168.2.170,126,45,15,70,56,42838,339.984126984127,3,82,14,27,0.0238,0.6508,0.1111,0.2143,0.3571
2026-08-14,01:00,192.168.2.174,5,4,2,5,0,976,195.2,2,3,0,0,0.4,0.6,0.0,0.0,0.8
2026-08-14,01:00,192.168.2.179,215,46,3,151,64,76626,356.4,0,212,3,0,0.0,0.986,0.014,0.0,0.214
2026-08-14,01:00,192.168.2.181,442,115,5,136,306,274944,622.0452488687782,63,377,2,0,0.1425,0.8529,0.0045,0.0,0.2602
2026-08-14,01:00,192.168.2.182,30,13,5,19,11,11234,374.46666666666664,1,25,4,0,0.0333,0.8333,0.1333,0.0,0.4333
2026-08-14,01:00,192.168.2.185,80,40,2,55,25,28518,356.475,0,78,2,0,0.0,0.975,0.025,0.0,0.5
2026-08-14,01:00,192.168.2.195,1,1,1,0,1,1228,1228.0,0,1,0,0,0.0,1.0,0.0,0.0,1.0
2026-08-14,01:00,192.168.2.200,127,29,6,35,92,18253,143.7244094488189,81,43,1,2,0.6378,0.3386,0.0079,0.0157,0.2283
2026-08-14,02:00,172.30.252.114,2,1,2,0,2,288,144.0,0,0,0,2,0.0,0.0,0.0,1.0,0.5
2026-08-14,02:00,192.168.2.113,74,4,3,65,9,9918,134.02702702702703,9,49,16,0,0.1216,0.6622,0.2162,0.0,0.0541
2026-08-14,02:00,192.168.2.115,38,25,6,20,18,16462,433.2105263157895,2,30,6,0,0.0526,0.7895,0.1579,0.0,0.6579
2026-08-14,02:00,192.168.2.122,148,65,6,101,47,52110,352.0945945945946,1,135,11,1,0.0068,0.9122,0.0743,0.0068,0.4392
2026-08-14,02:00,192.168.2.139,108,39,3,32,76,37051,343.06481481481484,16,87,5,0,0.1481,0.8056,0.0463,0.0,0.3611
2026-08-14,02:00,192.168.2.140,160,63,4,89,71,54429,340.18125,6,143,11,0,0.0375,0.8938,0.0688,0.0,0.3938
2026-08-14,02:00,192.168.2.141,78,31,4,45,33,40323,516.9615384615385,1,74,2,1,0.0128,0.9487,0.0256,0.0128,0.3974
2026-08-14,02:00,192.168.2.142,3,1,1,0,3,3684,1228.0,0,3,0,0,0.0,1.0,0.0,0.0,0.3333
2026-08-14,02:00,192.168.2.145,17,10,3,8,9,10582,622.4705882352941,0,15,2,0,0.0,0.8824,0.1176,0.0,0.5882
2026-08-14,02:00,192.168.2.149,65,33,1,53,12,13856,213.16923076923078,0,65,0,0,0.0,1.0,0.0,0.0,0.5077
2026-08-14,02:00,192.168.2.150,58,23,3,21,37,30696,529.2413793103449,7,50,1,0,0.1207,0.8621,0.0172,0.0,0.3966
2026-08-14,02:00,192.168.2.159,72,18,2,21,51,27426,380.9166666666667,29,43,0,0,0.4028,0.5972,0.0,0.0,0.25
2026-08-14,02:00,192.168.2.166,492,125,4,361,131,47538,96.6219512195122,106,378,8,0,0.2154,0.7683,0.0163,0.0,0.2541
2026-08-14,02:00,192.168.2.170,154,66,13,100,54,36443,236.64285714285714,1,122,16,15,0.0065,0.7922,0.1039,0.0974,0.4286
2026-08-14,02:00,192.168.2.179,169,43,4,83,86,78684,465.58579881656806,4,161,4,0,0.0237,0.9527,0.0237,0.0,0.2544
2026-08-14,02:00,192.168.2.181,333,87,4,115,218,168411,505.73873873873873,63,260,10,0,0.1892,0.7808,0.03,0.0,0.2613
2026-08-14,02:00,192.168.2.182,16,7,2,8,8,9236,577.25,1,15,0,0,0.0625,0.9375,0.0,0.0,0.4375
