tanggal,jam,srcip,jumlah_koneksi,jumlah_tujuan_unik,jumlah_port_unik,tcp,udp,total_data,average_datasize,dns,web,app,other,dns_ratio,web_ratio,app_ratio,other_ratio,destination_diversity
2026-08-12,00:00,192.168.2.115,8,4,1,2,6,7738,967.25,0,8,0,0,0.0,1.0,0.0,0.0,0.5
2026-08-12,00:00,192.168.2.142,29,8,3,2,27,24845,856.72,0,15,14,0,0.0,0.5172,0.4828,0.0,0.2759
2026-08-12,00:00,192.168.2.159,35,12,5,16,19,7279,207.97,17,17,1,0,0.4857,0.4857,0.0286,0.0,0.3429
2026-08-12,00:00,192.168.2.165,2,1,1,2,0,88,44.0,0,2,0,0,0.0,1.0,0.0,0.0,0.5
2026-08-12,00:00,192.168.2.195,192,22,2,15,177,80175,417.58,60,132,0,0,0.3125,0.6875,0.0,0.0,0.1146
2026-08-12,01:00,192.168.2.115,11,7,2,3,8,10258,932.55,0,10,1,0,0.0,0.9091,0.0909,0.0,0.6364
2026-08-12,01:00,192.168.2.142,25,7,3,0,25,22338,893.52,0,11,14,0,0.0,0.44,0.56,0.0,0.28
2026-08-12,01:00,192.168.2.159,38,15,2,24,14,15686,412.79,0,38,0,0,0.0,1.0,0.0,0.0,0.3947
2026-08-12,01:00,192.168.2.165,3,1,1,3,0,132,44.0,0,3,0,0,0.0,1.0,0.0,0.0,0.3333
2026-08-12,01:00,192.168.2.195,173,21,2,18,155,74221,429.02,49,124,0,0,0.2832,0.7168,0.0,0.0,0.1214
2026-08-12,02:00,192.168.2.115,4,2,1,0,4,5062,1265.5,0,4,0,0,0.0,1.0,0.0,0.0,0.5
2026-08-12,02:00,192.168.2.142,20,7,3,1,19,13914,695.7,0,11,9,0,0.0,0.55,0.45,0.0,0.35
2026-08-12,02:00,192.168.2.159,158,34,8,56,102,66159,418.73,37,63,53,5,0.2342,0.3987,0.3354,0.0316,0.2152
2026-08-12,02:00,192.168.2.165,3,1,1,3,0,132,44.0,0,3,0,0,0.0,1.0,0.0,0.0,0.3333
2026-08-12,02:00,192.168.2.195,143,29,4,29,114,54299,379.71,38,103,2,0,0.2657,0.7203,0.014,0.0,0.2028
2026-08-12,03:00,192.168.2.115,79,25,3,38,41,49550,627.22,0,77,2,0,0.0,0.9747,0.0253,0.0,0.3165
2026-08-12,03:00,192.168.2.142,109,47,5,57,52,52359,480.36,3,93,13,0,0.0275,0.8532,0.1193,0.0,0.4312
2026-08-12,03:00,192.168.2.159,39,21,3,14,25,26100,669.23,0,28,11,0,0.0,0.7179,0.2821,0.0,0.5385
2026-08-12,03:00,192.168.2.165,7,4,3,6,1,323,46.14,1,5,0,1,0.1429,0.7143,0.0,0.1429,0.5714
2026-08-12,03:00,192.168.2.195,15,10,1,9,6,8058,537.2,0,15,0,0,0.0,1.0,0.0,0.0,0.6667
2026-08-12,04:00,192.168.2.115,34,17,2,14,20,23746,698.41,0,32,2,0,0.0,0.9412,0.0588,0.0,0.5
2026-08-12,04:00,192.168.2.142,22,8,3,1,21,18591,845.05,0,9,13,0,0.0,0.4091,0.5909,0.0,0.3636
2026-08-12,04:00,192.168.2.159,23,10,3,4,19,16383,712.3,0,10,13,0,0.0,0.4348,0.5652,0.0,0.4348
2026-08-12,04:00,192.168.2.165,3,1,1,3,0,132,44.0,0,3,0,0,0.0,1.0,0.0,0.0,0.3333
