tanggal,jam,srcip,jumlah_koneksi,jumlah_tujuan_unik,jumlah_port_unik,tcp,udp,total_data,average_datasize,dns,web,app,other,dns_ratio,web_ratio,app_ratio,other_ratio,destination_diversity,anomaly_score,is_anomaly
2026-07-22,08:00,192.168.2.191,125,46,3,77,48,57474,459.79,0,118,7,0,0.0,0.944,0.056,0.0,0.368,0.3875223226571991,0
2026-07-22,08:00,192.168.2.195,8,7,1,5,3,4034,504.25,0,8,0,0,0.0,1.0,0.0,0.0,0.875,0.3942492944854064,0
2026-07-22,09:00,192.168.2.120,79,31,4,47,32,36451,461.41,0,74,5,0,0.0,0.9367,0.0633,0.0,0.3924,0.3742988630892718,0
2026-07-22,09:00,192.168.2.139,25,14,2,14,11,14552,582.08,0,21,4,0,0.0,0.84,0.16,0.0,0.56,0.37877933773414024,0
2026-07-22,09:00,192.168.2.145,89,37,4,55,34,41704,468.58,1,84,4,0,0.0112,0.9438,0.0449,0.0,0.4157,0.37628785106280055,0
2026-07-22,09:00,192.168.2.146,392,72,3,272,120,134404,342.87,0,372,20,0,0.0,0.949,0.051,0.0,0.1837,0.44875709999462854,0
2026-07-22,09:00,192.168.2.148,105,47,4,64,41,44416,423.01,1,100,4,0,0.0095,0.9524,0.0381,0.0,0.4476,0.38564239669515826,0
2026-07-22,09:00,192.168.2.152,364,73,3,102,262,199815,548.94,90,274,0,0,0.2473,0.7527,0.0,0.0,0.2005,0.482766996007486,0
2026-07-22,09:00,192.168.2.163,93,16,2,8,85,21034,226.17,53,40,0,0,0.5699,0.4301,0.0,0.0,0.172,0.4532355339567311,0
2026-07-22,09:00,192.168.2.165,2,1,1,2,0,88,44.0,0,2,0,0,0.0,1.0,0.0,0.0,0.5,0.36677286372248463,0
2026-07-22,09:00,192.168.2.166,682,93,5,492,190,72543,106.37,152,513,17,0,0.2229,0.7522,0.0249,0.0,0.1364,0.5077901740299778,0
2026-07-22,09:00,192.168.2.169,14,8,4,4,10,9150,653.57,1,10,3,0,0.0714,0.7143,0.2143,0.0,0.5714,0.40954929549047064,0
2026-07-22,09:00,192.168.2.184,385,76,5,223,162,78221,203.17,8,365,12,0,0.0208,0.9481,0.0312,0.0,0.1974,0.4399645428690249,0
2026-07-22,09:00,192.168.2.187,13,11,4,8,5,5815,447.31,1,11,1,0,0.0769,0.8462,0.0769,0.0,0.8462,0.41597076116121307,0
2026-07-22,09:00,192.168.2.191,46,26,4,26,20,17386,377.96,5,39,2,0,0.1087,0.8478,0.0435,0.0,0.5652,0.3839529735153636,0
2026-07-22,09:00,192.168.2.195,6,4,2,3,3,2746,457.67,1,5,0,0,0.1667,0.8333,0.0,0.0,0.6667,0.39318944234067343,0
2026-07-22,10:00,192.168.2.120,5,3,1,2,3,3804,760.8,0,5,0,0,0.0,1.0,0.0,0.0,0.6,0.37476314613196937,0
2026-07-22,10:00,192.168.2.139,19,15,3,12,7,9516,500.84,0,18,1,0,0.0,0.9474,0.0526,0.0,0.7895,0.40330018160598596,0
2026-07-22,10:00,192.168.2.145,12,6,2,3,9,11484,957.0,0,11,1,0,0.0,0.9167,0.0833,0.0,0.5,0.4091900365812345,0
2026-07-22,10:00,192.168.2.146,786,132,4,547,239,231853,294.98,4,752,30,0,0.0051,0.9567,0.0382,0.0,0.1679,0.5726730120246147,1
2026-07-22,10:00,192.168.2.148,128,45,6,99,29,22853,178.54,7,111,6,4,0.0547,0.8672,0.0469,0.0312,0.3516,0.40782171996011946,0
2026-07-22,10:00,192.168.2.152,619,144,4,305,314,298160,481.68,67,440,112,0,0.1082,0.7108,0.1809,0.0,0.2326,0.5961973984118186,1
2026-07-22,10:00,192.168.2.163,211,20,4,30,181,36767,174.25,109,101,1,0,0.5166,0.4787,0.0047,0.0,0.0948,0.45671250486310605,0
2026-07-22,10:00,192.168.2.165,2,1,1,2,0,88,44.0,0,2,0,0,0.0,1.0,0.0,0.0,0.5,0.36677286372248463,0
2026-07-22,10:00,192.168.2.166,269,57,3,174,95,38046,141.43,76,193,0,0,0.2825,0.7175,0.0,0.0,0.2119,0.43385761348153873,0
2026-07-22,10:00,192.168.2.169,84,30,8,47,37,24784,295.05,15,56,10,3,0.1786,0.6667,0.119,0.0357,0.3571,0.40973360403458037,0
2026-07-22,10:00,192.168.2.184,313,97,8,196,117,85757,273.98,7,286,17,3,0.0224,0.9137,0.0543,0.0096,0.3099,0.45927686145371693,0
2026-07-22,10:00,192.168.2.191,13,11,1,8,5,6720,516.92,0,13,0,0,0.0,1.0,0.0,0.0,0.8462,0.3970662615479035,0
2026-07-22,10:00,192.168.2.195,8,6,2,6,2,1714,214.25,0,7,1,0,0.0,0.875,0.125,0.0,0.75,0.39887627496034894,0
2026-07-22,11:00,192.168.2.120,4,2,1,1,3,3744,936.0,0,4,0,0,0.0,1.0,0.0,0.0,0.5,0.3884617429800266,0
2026-07-22,11:00,192.168.2.139,37,20,2,23,14,19026,514.22,0,36,1,0,0.0,0.973,0.027,0.0,0.5405,0.36893577860019916,0
2026-07-22,11:00,192.168.2.145,1,1,1,0,1,1278,1278.0,0,1,0,0,0.0,1.0,0.0,0.0,1.0,0.4663926446720365,0
2026-07-22,11:00,192.168.2.146,148,41,3,75,73,67547,456.4,0,140,8,0,0.0,0.9459,0.0541,0.0,0.277,0.38781313015501845,0
2026-07-22,11:00,192.168.2.148,427,96,15,165,262,111469,261.05,20,385,14,8,0.0468,0.9016,0.0328,0.0187,0.2248,0.5124471735466113,0
2026-07-22,11:00,192.168.2.152,371,67,4,143,228,205620,554.23,49,253,69,0,0.1321,0.6819,0.186,0.0,0.1806,0.48318781739217687,0
2026-07-22,11:00,192.168.2.163,388,41,4,63,325,103440,266.6,160,225,3,0,0.4124,0.5799,0.0077,0.0,0.1057,0.45544517182628663,0
2026-07-22,11:00,192.168.2.165,2,1,1,2,0,88,44.0,0,2,0,0,0.0,1.0,0.0,0.0,0.5,0.36677286372248463,0
2026-07-22,11:00,192.168.2.166,537,82,6,362,175,61623,114.75,140,389,8,0,0.2607,0.7244,0.0149,0.0,0.1527,0.4937684144567712,0
2026-07-22,11:00,192.168.2.169,143,33,6,63,80,39782,278.2,29,107,4,3,0.2028,0.7483,0.028,0.021,0.2308,0.3932353951340673,0
2026-07-22,11:00,192.168.2.184,198,71,5,142,56,39049,197.22,7,184,7,0,0.0354,0.9293,0.0354,0.0,0.3586,0.41559194693643886,0
2026-07-22,11:00,192.168.2.191,58,38,5,38,20,21988,379.1,1,51,6,0,0.0172,0.8793,0.1034,0.0,0.6552,0.41220922166382484,0
2026-07-22,11:00,192.168.2.195,3,2,1,1,2,2566,855.33,0,3,0,0,0.0,1.0,0.0,0.0,0.6667,0.38794378642112115,0
2026-07-22,12:00,192.168.2.120,3,1,1,0,3,3684,1228.0,0,3,0,0,0.0,1.0,0.0,0.0,0.3333,0.4166799279936871,0
2026-07-22,12:00,192.168.2.139,16,10,2,9,7,9236,577.25,0,13,3,0,0.0,0.8125,0.1875,0.0,0.625,0.39119935433942793,0
2026-07-22,12:00,192.168.2.145,5,3,2,2,3,2686,537.2,1,4,0,0,0.2,0.8,0.0,0.0,0.6,0.39871848397408105,0
2026-07-22,12:00,192.168.2.146,188,60,6,133,55,50762,270.01,6,175,7,0,0.0319,0.9309,0.0372,0.0,0.3191,0.40146222974800144,0
2026-07-22,12:00,192.168.2.152,125,60,4,61,64,54640,437.12,20,101,4,0,0.16,0.808,0.032,0.0,0.48,0.40971468367622516,0
2026-07-22,12:00,192.168.2.153,20,9,4,10,10,3929,196.45,7,13,0,0,0.35,0.65,0.0,0.0,0.45,0.4065644643914659,0
2026-07-22,12:00,192.168.2.163,198,22,5,30,168,32724,165.27,85,111,2,0,0.4293,0.5606,0.0101,0.0,0.1111,0.43681064195293634,0
2026-07-22,12:00,192.168.2.165,2,1,1,2,0,88,44.0,0,2,0,0,0.0,1.0,0.0,0.0,0.5,0.36677286372248463,0
2026-07-22,12:00,192.168.2.166,145,41,4,102,43,18959,130.75,34,110,0,1,0.2345,0.7586,0.0,0.0069,0.2828,0.3994204322046381,0
2026-07-22,12:00,192.168.2.181,105,39,8,51,54,38355,365.29,17,79,8,1,0.1619,0.7524,0.0762,0.0095,0.3714,0.3930890383915052,0
2026-07-22,12:00,192.168.2.191,132,49,8,73,59,40755,308.75,30,84,15,3,0.2273,0.6364,0.1136,0.0227,0.3712,0.4134602588851174,0
2026-07-22,12:00,192.168.2.195,22,14,4,14,8,7994,363.36,1,18,3,0,0.0455,0.8182,0.1364,0.0,0.6364,0.39470549139100763,0
2026-07-22,13:00,192.168.2.120,3,1,1,0,3,3684,1228.0,0,3,0,0,0.0,1.0,0.0,0.0,0.3333,0.4166799279936871,0
2026-07-22,13:00,192.168.2.139,1,1,1,1,0,60,60.0,0,0,1,0,0.0,0.0,1.0,0.0,1.0,0.5607222279385362,1
2026-07-22,13:00,192.168.2.145,26,11,2,10,16,17552,675.08,0,20,6,0,0.0,0.7692,0.2308,0.0,0.4231,0.39438349810829504,0
2026-07-22,13:00,192.168.2.146,450,89,5,339,111,141962,315.47,8,434,8,0,0.0178,0.9644,0.0178,0.0,0.1978,0.46773469640585585,0
2026-07-22,13:00,192.168.2.152,407,57,3,101,306,248704,611.07,102,305,0,0,0.2506,0.7494,0.0,0.0,0.14,0.5052017162222748,0
2026-07-22,13:00,192.168.2.153,37,22,4,24,13,12619,341.05,2,30,5,0,0.0541,0.8108,0.1351,0.0,0.5946,0.38482695724696026,0
2026-07-22,13:00,192.168.2.163,234,31,4,33,201,45166,193.02,128,105,1,0,0.547,0.4487,0.0043,0.0,0.1325,0.4524059851443743,0
2026-07-22,13:00,192.168.2.165,2,2,2,2,0,88,44.0,0,1,0,1,0.0,0.5,0.0,0.5,1.0,0.5181138050203562,0
2026-07-22,13:00,192.168.2.166,769,103,5,551,218,93317,121.35,172,594,3,0,0.2237,0.7724,0.0039,0.0,0.1339,0.5376123795624074,0
2026-07-22,13:00,192.168.2.181,46,27,2,30,16,20802,452.22,0,43,3,0,0.0,0.9348,0.0652,0.0,0.587,0.3850029486926027,0
2026-07-22,13:00,192.168.2.191,65,31,7,33,32,27231,418.94,12,47,6,0,0.1846,0.7231,0.0923,0.0,0.4769,0.3982564537377343,0
2026-07-22,13:00,192.168.2.195,2,2,1,0,2,2506,1253.0,0,2,0,0,0.0,1.0,0.0,0.0,1.0,0.46069688092300337,0
2026-07-22,14:00,192.168.2.120,10,3,1,2,8,8996,899.6,0,10,0,0,0.0,1.0,0.0,0.0,0.3,0.3935774236467969,0
2026-07-22,14:00,192.168.2.139,22,12,3,11,11,10972,498.73,1,20,1,0,0.0455,0.9091,0.0455,0.0,0.5455,0.37375577261750587,0
2026-07-22,14:00,192.168.2.145,9,6,2,4,5,6480,720.0,0,8,1,0,0.0,0.8889,0.1111,0.0,0.6667,0.39655210421208353,0
2026-07-22,14:00,192.168.2.146,371,78,4,256,115,122843,331.11,1,355,15,0,0.0027,0.9569,0.0404,0.0,0.2102,0.4461355578618614,0
2026-07-22,14:00,192.168.2.152,396,62,3,92,304,276987,699.46,65,331,0,0,0.1641,0.8359,0.0,0.0,0.1566,0.5175723808569715,0
2026-07-22,14:00,192.168.2.153,124,38,10,40,84,49157,396.43,23,76,13,12,0.1855,0.6129,0.1048,0.0968,0.3065,0.44567908538127016,0
2026-07-22,14:00,192.168.2.160,381,91,7,263,118,90528,237.61,12,347,22,0,0.0315,0.9108,0.0577,0.0,0.2388,0.4606108069388415,0
2026-07-22,14:00,192.168.2.163,409,29,5,27,382,64202,156.97,139,268,2,0,0.3399,0.6553,0.0049,0.0,0.0709,0.4860574421254247,0
2026-07-22,14:00,192.168.2.165,5,2,1,5,0,220,44.0,0,5,0,0,0.0,1.0,0.0,0.0,0.4,0.3731414794625618,0
2026-07-22,14:00,192.168.2.166,520,64,4,323,197,77680,149.38,157,362,1,0,0.3019,0.6962,0.0019,0.0,0.1231,0.48042664964746606,0
2026-07-22,14:00,192.168.2.181,100,40,5,65,35,26186,261.86,3,80,7,10,0.03,0.8,0.07,0.1,0.4,0.41614181137045503,0
2026-07-22,14:00,192.168.2.191,30,19,4,17,13,10716,357.2,5,22,3,0,0.1667,0.7333,0.1,0.0,0.6333,0.3983936932629138,0
2026-07-22,14:00,192.168.2.195,32,21,2,26,6,7860,245.62,1,31,0,0,0.0312,0.9688,0.0,0.0,0.6562,0.3955162154194043,0
2026-07-22,15:00,192.168.2.120,69,31,2,47,22,30686,444.72,0,68,1,0,0.0,0.9855,0.0145,0.0,0.4493,0.3742947008113505,0
2026-07-22,15:00,192.168.2.139,39,27,3,23,16,18589,476.64,0,36,3,0,0.0,0.9231,0.0769,0.0,0.6923,0.39940386289091084,0
2026-07-22,15:00,192.168.2.145,22,15,2,17,5,7360,334.55,0,21,1,0,0.0,0.9545,0.0455,0.0,0.6818,0.38804857674616205,0
2026-07-22,15:00,192.168.2.146,957,98,5,526,431,352661,368.51,10,934,13,0,0.0104,0.976,0.0136,0.0,0.1024,0.6133826500974375,1
2026-07-22,15:00,192.168.2.152,269,58,4,65,204,177793,660.94,54,214,1,0,0.2007,0.7955,0.0037,0.0,0.2156,0.46206717648176526,0
2026-07-22,15:00,192.168.2.153,126,41,4,77,49,35304,280.19,11,106,9,0,0.0873,0.8413,0.0714,0.0,0.3254,0.37770279397709633,0
2026-07-22,15:00,192.168.2.160,110,47,3,67,43,39683,360.75,4,100,6,0,0.0364,0.9091,0.0545,0.0,0.4273,0.37875668852645483,0
2026-07-22,15:00,192.168.2.163,293,33,5,47,246,54437,185.79,103,188,2,0,0.3515,0.6416,0.0068,0.0,0.1126,0.43344048515456274,0
2026-07-22,15:00,192.168.2.165,1,1,1,1,0,44,44.0,0,1,0,0,0.0,1.0,0.0,0.0,1.0,0.4139540177851261,0
2026-07-22,15:00,192.168.2.166,326,57,3,218,108,41161,126.26,89,237,0,0,0.273,0.727,0.0,0.0,0.1748,0.4446180655220303,0
2026-07-22,15:00,192.168.2.181,44,22,4,30,14,8261,187.75,5,35,3,1,0.1136,0.7955,0.0682,0.0227,0.5,0.40145121430767267,0
2026-07-22,15:00,192.168.2.191,43,20,2,22,21,17365,403.84,6,37,0,0,0.1395,0.8605,0.0,0.0,0.4651,0.37691286158657084,0
2026-07-22,15:00,192.168.2.195,13,6,1,8,5,6670,513.08,0,13,0,0,0.0,1.0,0.0,0.0,0.4615,0.3653248672117143,0
2026-07-22,16:00,192.168.2.120,8,4,1,1,7,8756,1094.5,0,8,0,0,0.0,1.0,0.0,0.0,0.5,0.4145259496628573,0
2026-07-22,16:00,192.168.2.139,16,10,3,7,9,9302,581.38,0,13,3,0,0.0,0.8125,0.1875,0.0,0.625,0.39799509692012847,0
2026-07-22,16:00,192.168.2.145,14,7,2,7,7,8117,579.79,0,11,3,0,0.0,0.7857,0.2143,0.0,0.5,0.3885930419296079,0
2026-07-22,16:00,192.168.2.146,487,70,5,299,188,193008,396.32,9,468,10,0,0.0185,0.961,0.0205,0.0,0.1437,0.47252246872007575,0
2026-07-22,16:00,192.168.2.152,150,29,3,29,121,91176,607.84,31,119,0,0,0.2067,0.7933,0.0,0.0,0.1933,0.4143870828890092,0
2026-07-22,16:00,192.168.2.153,58,26,7,25,33,25680,442.76,13,38,7,0,0.2241,0.6552,0.1207,0.0,0.4483,0.3985235779746767,0
2026-07-22,16:00,192.168.2.154,476,103,7,228,248,143273,300.99,15,446,15,0,0.0315,0.937,0.0315,0.0,0.2164,0.4786994007679821,0
2026-07-22,16:00,192.168.2.163,214,20,5,32,182,38338,179.15,93,119,2,0,0.4346,0.5561,0.0093,0.0,0.0935,0.44157665069653446,0
2026-07-22,16:00,192.168.2.165,1,1,1,1,0,44,44.0,0,1,0,0,0.0,1.0,0.0,0.0,1.0,0.4139540177851261,0
2026-07-22,16:00,192.168.2.166,118,28,4,74,44,17046,144.46,35,82,1,0,0.2966,0.6949,0.0085,0.0,0.2373,0.3970965040558521,0
2026-07-22,16:00,192.168.2.191,174,47,6,47,127,115076,661.36,3,165,6,0,0.0172,0.9483,0.0345,0.0,0.2701,0.432071370819272,0
2026-07-22,16:00,192.168.2.195,44,17,1,29,15,19763,449.16,0,44,0,0,0.0,1.0,0.0,0.0,0.3864,0.36896841321969226,0
2026-07-22,17:00,192.168.2.120,94,24,8,40,54,34503,367.05,25,49,15,5,0.266,0.5213,0.1596,0.0532,0.2553,0.43024030691486254,0
2026-07-22,17:00,192.168.2.139,25,16,1,18,7,9926,397.04,0,25,0,0,0.0,1.0,0.0,0.0,0.64,0.3778184601734358,0
2026-07-22,17:00,192.168.2.145,5,4,2,1,4,5072,1014.4,0,4,1,0,0.0,0.8,0.2,0.0,0.8,0.4564877034003526,0
2026-07-22,17:00,192.168.2.165,3,1,1,3,0,132,44.0,0,3,0,0,0.0,1.0,0.0,0.0,0.3333,0.36432273272230004,0
2026-07-22,17:00,192.168.2.191,36,19,2,12,24,20229,561.92,0,32,4,0,0.0,0.8889,0.1111,0.0,0.5278,0.3824170578893823,0
2026-07-22,18:00,192.168.2.120,14,6,3,4,10,10258,732.71,1,12,1,0,0.0714,0.8571,0.0714,0.0,0.4286,0.39347970217253325,0
2026-07-22,18:00,192.168.2.139,24,19,1,10,14,17164,715.17,0,24,0,0,0.0,1.0,0.0,0.0,0.7917,0.4082509536926993,0
2026-07-22,18:00,192.168.2.145,1,1,1,0,1,1278,1278.0,0,1,0,0,0.0,1.0,0.0,0.0,1.0,0.4663926446720365,0
2026-07-22,18:00,192.168.2.165,2,1,1,2,0,88,44.0,0,2,0,0,0.0,1.0,0.0,0.0,0.5,0.36677286372248463,0
2026-07-22,18:00,192.168.2.191,199,49,8,66,133,107447,539.93,35,133,27,4,0.1759,0.6683,0.1357,0.0201,0.2462,0.4391707460080467,0
2026-07-22,18:00,192.168.2.195,30,22,2,24,6,7806,260.2,0,29,1,0,0.0,0.9667,0.0333,0.0,0.7333,0.39937159304153086,0
2026-07-22,19:00,192.168.2.120,6,2,1,1,5,6200,1033.33,0,6,0,0,0.0,1.0,0.0,0.0,0.3333,0.3952554697992554,0
2026-07-22,19:00,192.168.2.139,14,11,1,4,10,12870,919.29,0,14,0,0,0.0,1.0,0.0,0.0,0.7857,0.4202952693696194,0
2026-07-22,19:00,192.168.2.145,14,8,1,6,8,9436,674.0,0,14,0,0,0.0,1.0,0.0,0.0,0.5714,0.37478262829679887,0
2026-07-22,19:00,192.168.2.165,3,1,1,3,0,132,44.0,0,3,0,0,0.0,1.0,0.0,0.0,0.3333,0.36432273272230004,0
2026-07-22,19:00,192.168.2.191,123,45,2,58,65,55687,452.74,9,114,0,0,0.0732,0.9268,0.0,0.0,0.3659,0.3910421004302466,0
2026-07-22,19:00,192.168.2.195,4,3,1,2,2,2626,656.5,0,4,0,0,0.0,1.0,0.0,0.0,0.75,0.3893474375763607,0
2026-07-22,20:00,192.168.2.120,8,3,1,2,6,7488,936.0,0,8,0,0,0.0,1.0,0.0,0.0,0.375,0.3927771983066098,0
2026-07-22,20:00,192.168.2.145,12,6,1,5,7,9046,753.83,0,12,0,0,0.0,1.0,0.0,0.0,0.5,0.3767543772826735,0
2026-07-22,20:00,192.168.2.165,3,1,1,3,0,132,44.0,0,3,0,0,0.0,1.0,0.0,0.0,0.3333,0.36432273272230004,0
2026-07-22,20:00,192.168.2.191,34,14,1,22,12,15359,451.74,0,34,0,0,0.0,1.0,0.0,0.0,0.4118,0.3650299130781325,0
2026-07-22,20:00,192.168.2.195,53,24,3,34,19,13872,261.74,10,43,0,0,0.1887,0.8113,0.0,0.0,0.4528,0.3798125861365698,0
2026-07-22,21:00,192.168.2.120,54,25,2,37,17,19821,367.06,0,53,1,0,0.0,0.9815,0.0185,0.0,0.463,0.3713290008584711,0
2026-07-22,21:00,192.168.2.139,18,11,1,11,7,9456,525.33,0,18,0,0,0.0,1.0,0.0,0.0,0.6111,0.37386182743220053,0
2026-07-22,21:00,192.168.2.145,103,53,3,67,36,42427,411.91,0,97,6,0,0.0,0.9417,0.0583,0.0,0.5146,0.4046181801989619,0
2026-07-22,21:00,192.168.2.165,2,1,1,2,0,88,44.0,0,2,0,0,0.0,1.0,0.0,0.0,0.5,0.36677286372248463,0
2026-07-22,21:00,192.168.2.191,53,28,3,29,24,28616,539.92,1,52,0,0,0.0189,0.9811,0.0,0.0,0.5283,0.3860261934279913,0
2026-07-22,21:00,192.168.2.195,59,37,2,42,17,20526,347.9,2,57,0,0,0.0339,0.9661,0.0,0.0,0.6271,0.3997384603157047,0
2026-07-22,22:00,192.168.2.120,8,3,1,2,6,7488,936.0,0,8,0,0,0.0,1.0,0.0,0.0,0.375,0.3927771983066098,0
2026-07-22,22:00,192.168.2.145,1,1,1,0,1,1278,1278.0,0,1,0,0,0.0,1.0,0.0,0.0,1.0,0.4663926446720365,0
2026-07-22,22:00,192.168.2.165,3,1,1,3,0,132,44.0,0,3,0,0,0.0,1.0,0.0,0.0,0.3333,0.36432273272230004,0
2026-07-22,22:00,192.168.2.191,289,50,7,39,250,191157,661.44,17,260,12,0,0.0588,0.8997,0.0415,0.0,0.173,0.47632491707589336,0
2026-07-22,22:00,192.168.2.195,21,11,3,13,8,7200,342.86,3,17,1,0,0.1429,0.8095,0.0476,0.0,0.5238,0.3823069674908011,0
2026-07-22,23:00,192.168.2.120,4,1,1,0,4,4912,1228.0,0,4,0,0,0.0,1.0,0.0,0.0,0.25,0.4227084204901743,0
2026-07-22,23:00,192.168.2.139,37,17,1,17,20,25258,682.65,0,37,0,0,0.0,1.0,0.0,0.0,0.4595,0.38337851436068165,0
2026-07-22,23:00,192.168.2.145,27,10,2,15,12,14941,553.37,0,26,1,0,0.0,0.963,0.037,0.0,0.3704,0.36742106178092876,0
2026-07-22,23:00,192.168.2.165,3,1,1,3,0,132,44.0,0,3,0,0,0.0,1.0,0.0,0.0,0.3333,0.36432273272230004,0
2026-07-22,23:00,192.168.2.191,169,55,7,91,78,55943,331.02,35,115,19,0,0.2071,0.6805,0.1124,0.0,0.3254,0.39927749205463897,0
2026-07-22,23:00,192.168.2.195,20,14,1,11,9,12012,600.6,0,20,0,0,0.0,1.0,0.0,0.0,0.7,0.3881932742465924,0
2026-07-23,00:00,192.168.2.120,8,3,1,2,6,7488,936.0,0,8,0,0,0.0,1.0,0.0,0.0,0.375,0.3927771983066098,0
2026-07-23,00:00,192.168.2.139,9,7,1,4,5,6532,725.78,0,9,0,0,0.0,1.0,0.0,0.0,0.7778,0.3913439627567731,0
2026-07-23,00:00,192.168.2.145,5,3,1,1,4,5122,1024.4,0,5,0,0,0.0,1.0,0.0,0.0,0.6,0.4029595830584285,0
2026-07-23,00:00,192.168.2.165,3,1,1,3,0,132,44.0,0,3,0,0,0.0,1.0,0.0,0.0,0.3333,0.36432273272230004,0
2026-07-23,00:00,192.168.2.191,63,33,2,44,19,24308,385.84,1,62,0,0,0.0159,0.9841,0.0,0.0,0.5238,0.3855977211178526,0
2026-07-23,00:00,192.168.2.195,3,3,1,1,2,2566,855.33,0,3,0,0,0.0,1.0,0.0,0.0,1.0,0.4235916071383757,0
2026-07-23,01:00,192.168.2.120,4,1,1,0,4,4912,1228.0,0,4,0,0,0.0,1.0,0.0,0.0,0.25,0.4227084204901743,0
2026-07-23,01:00,192.168.2.145,3,2,1,0,3,3784,1261.33,0,3,0,0,0.0,1.0,0.0,0.0,0.6667,0.4320632460544842,0
2026-07-23,01:00,192.168.2.165,2,1,1,2,0,88,44.0,0,2,0,0,0.0,1.0,0.0,0.0,0.5,0.36677286372248463,0
2026-07-23,01:00,192.168.2.191,109,31,6,55,54,51667,474.01,15,80,14,0,0.1376,0.7339,0.1284,0.0,0.2844,0.3845071782283863,0
2026-07-23,01:00,192.168.2.195,24,16,1,12,12,15906,662.75,0,24,0,0,0.0,1.0,0.0,0.0,0.6667,0.39099874351593655,0
2026-07-23,02:00,192.168.2.120,11,4,1,4,7,8936,812.36,0,11,0,0,0.0,1.0,0.0,0.0,0.3636,0.3816492758723176,0
2026-07-23,02:00,192.168.2.145,4,3,1,0,4,5062,1265.5,0,4,0,0,0.0,1.0,0.0,0.0,0.75,0.4493381278096291,0
2026-07-23,02:00,192.168.2.165,3,1,1,3,0,132,44.0,0,3,0,0,0.0,1.0,0.0,0.0,0.3333,0.36432273272230004,0
2026-07-23,02:00,192.168.2.191,49,23,3,24,25,26528,541.39,0,38,11,0,0.0,0.7755,0.2245,0.0,0.4694,0.39691528896037176,0
2026-07-23,03:00,192.168.2.120,78,32,3,46,32,41460,531.54,0,77,1,0,0.0,0.9872,0.0128,0.0,0.4103,0.37890633494604237,0
2026-07-23,03:00,192.168.2.139,53,31,2,29,24,27707,522.77,0,52,1,0,0.0,0.9811,0.0189,0.0,0.5849,0.39055783798157234,0
2026-07-23,03:00,192.168.2.145,97,37,2,56,41,49046,505.63,0,96,1,0,0.0,0.9897,0.0103,0.0,0.3814,0.3810572317770764,0
2026-07-23,03:00,192.168.2.165,3,1,1,3,0,132,44.0,0,3,0,0,0.0,1.0,0.0,0.0,0.3333,0.36432273272230004,0
2026-07-23,03:00,192.168.2.191,146,42,7,50,96,72597,497.24,20,66,60,0,0.137,0.4521,0.411,0.0,0.2877,0.4492916199299797,0
2026-07-23,03:00,192.168.2.195,103,43,3,49,54,48588,471.73,7,95,1,0,0.068,0.9223,0.0097,0.0,0.4175,0.37953187673324446,0
2026-07-23,04:00,192.168.2.120,6,3,1,2,4,5032,838.67,0,6,0,0,0.0,1.0,0.0,0.0,0.5,0.3811429054580375,0
2026-07-23,04:00,192.168.2.139,41,20,2,22,19,25404,619.61,0,40,1,0,0.0,0.9756,0.0244,0.0,0.4878,0.3765079597847953,0
2026-07-23,04:00,192.168.2.145,7,5,1,2,5,6410,915.71,0,7,0,0,0.0,1.0,0.0,0.0,0.7143,0.40265570788609184,0
2026-07-23,04:00,192.168.2.165,2,1,1,2,0,88,44.0,0,2,0,0,0.0,1.0,0.0,0.0,0.5,0.36677286372248463,0
2026-07-23,04:00,192.168.2.191,19,13,4,11,8,9486,499.26,0,15,2,2,0.0,0.7895,0.1053,0.1053,0.6842,0.43205496390607595,0
2026-07-23,04:00,192.168.2.195,524,60,6,60,464,300689,573.83,48,469,7,0,0.0916,0.895,0.0134,0.0,0.1145,0.5423866044163322,0
2026-07-23,05:00,192.168.2.120,4,1,1,0,4,4912,1228.0,0,4,0,0,0.0,1.0,0.0,0.0,0.25,0.4227084204901743,0
2026-07-23,05:00,192.168.2.139,38,21,2,22,16,21568,567.58,0,37,1,0,0.0,0.9737,0.0263,0.0,0.5526,0.37475845977517713,0
2026-07-23,05:00,192.168.2.145,12,5,1,3,9,11482,956.83,0,12,0,0,0.0,1.0,0.0,0.0,0.4167,0.3941753068014196,0
2026-07-23,05:00,192.168.2.165,3,1,1,3,0,132,44.0,0,3,0,0,0.0,1.0,0.0,0.0,0.3333,0.36432273272230004,0
2026-07-23,05:00,192.168.2.191,28,12,1,13,15,17171,613.25,0,28,0,0,0.0,1.0,0.0,0.0,0.4286,0.36926371888718035,0
2026-07-23,05:00,192.168.2.195,58,17,2,10,48,30819,531.36,8,50,0,0,0.1379,0.8621,0.0,0.0,0.2931,0.383520976920991,0
2026-07-23,06:00,172.30.252.114,4,2,3,0,4,568,142.0,0,0,1,3,0.0,0.0,0.25,0.75,0.5,0.5415199458435446,0
2026-07-23,06:00,192.168.2.120,5,2,1,1,4,4972,994.4,0,5,0,0,0.0,1.0,0.0,0.0,0.4,0.39840886327572755,0
2026-07-23,06:00,192.168.2.139,48,16,2,19,29,35673,743.19,0,45,3,0,0.0,0.9375,0.0625,0.0,0.3333,0.39182166100173943,0
2026-07-23,06:00,192.168.2.140,79,36,9,53,26,16892,213.82,8,59,3,9,0.1013,0.7468,0.038,0.1139,0.4557,0.44959619920905164,0
