tanggal,jam,srcip,jumlah_koneksi,jumlah_tujuan_unik,jumlah_port_unik,dns_ratio,web_ratio,app_ratio,other_ratio,destination_diversity,total_data,average_datasize,jumlah_koneksi_deviation,jumlah_tujuan_unik_deviation,jumlah_port_unik_deviation,total_data_deviation,baseline_confidence,anomaly_score,anomaly_label
2026-07-28,01:00,192.168.2.186,40,9,4,0.275,0.4,0.325,0.0,0.225,2584,64.6,-0.7025945411214533,-0.1686226898691488,0.0,-0.7883763455334416,established,-0.257688,Normal
2026-07-28,01:00,192.168.2.191,146,65,6,0.0616,0.863,0.0753,0.0,0.4452,67789,464.31,0.40469445568595713,1.5824590895412427,0.3372453797382976,0.8148840250143085,established,-0.315693,Normal
2026-07-28,01:00,192.168.2.195,98,43,2,0.0408,0.9592,0.0,0.0,0.4388,55303,564.32,1.461396645532623,1.5176042088223392,0.0,2.5704115560239704,established,-0.306608,Normal
2026-07-28,01:00,192.168.2.196,17,12,7,0.1176,0.5882,0.2941,0.0,0.7059,7620,448.24,-0.6744907594765952,-0.5246039240373518,0.0,-0.6744907594765952,established,-0.255364,Normal
2026-07-28,02:00,172.30.252.114,7,2,4,0.0,0.0,0.1429,0.8571,0.2857,1000,142.86,0.1686226898691488,0.0,0.0,0.28598408201807635,established,-0.134829,Normal
2026-07-28,02:00,192.168.2.135,70,26,4,0.2429,0.7286,0.0286,0.0,0.3714,28423,406.04,1.445337341735561,0.6744907594765952,0.0,2.271686560725866,established,-0.304102,Normal
2026-07-28,02:00,192.168.2.145,31,16,5,0.1613,0.6452,0.1935,0.0,0.5161,21805,703.39,0.0709990273133258,0.385423291129483,2.023472278429786,0.35154726282608223,established,-0.2771,Normal
2026-07-28,02:00,192.168.2.146,262,60,4,0.0153,0.9504,0.0344,0.0,0.229,119396,455.71,0.27535390555411565,0.0,-0.5,0.6477881563850261,established,-0.326445,Normal
2026-07-28,02:00,192.168.2.152,714,64,4,0.112,0.3403,0.5476,0.0,0.0896,193613,271.17,2.1680060126033416,0.487132215177541,0.0,0.9441424569507387,established,-0.208153,Normal
2026-07-28,02:00,192.168.2.162,214,75,7,0.0,0.9299,0.0374,0.0327,0.3505,58352,272.67,0.6641669213213413,1.2365663923737578,0.6744907594765952,0.5918048583129265,established,-0.306969,Normal
2026-07-28,02:00,192.168.2.163,131,17,3,0.6489,0.3435,0.0,0.0076,0.1298,21096,161.04,-0.7712786711503666,-0.8504448706444028,-0.6744907594765952,-0.9567632293264142,established,-0.205538,Normal
2026-07-28,02:00,192.168.2.165,2,1,1,0.0,1.0,0.0,0.0,0.5,88,44.0,0.0,0.0,0.0,0.0,established,-0.34333,Normal
2026-07-28,02:00,192.168.2.166,128,41,3,0.2266,0.7734,0.0,0.0,0.3203,14464,113.0,-1.0998065887006903,-0.8243775949158386,0.0,-0.836194128478618,established,-0.313869,Normal
2026-07-28,02:00,192.168.2.170,19,10,1,0.0,1.0,0.0,0.0,0.5263,8245,433.95,0.8672024050413367,2.3607176581680833,0.0,0.09134253750442314,established,-0.306552,Normal
2026-07-28,02:00,192.168.2.172,181,53,7,0.1768,0.768,0.0331,0.0221,0.2928,54029,298.5,0.0,3.0352084176446783,2.023472278429786,3.3833359922847297,established,-0.259473,Normal
2026-07-28,02:00,192.168.2.175,87,24,5,0.1609,0.7011,0.1379,0.0,0.2759,34662,398.41,0.0,-0.22483025315886507,0.0,0.028693409472077918,established,-0.321404,Normal
2026-07-28,02:00,192.168.2.180,4,1,1,0.0,0.0,1.0,0.0,0.25,704,176.0,0.3372453797382976,0.0,0.0,-0.17148070156184625,established,-0.177977,Normal
2026-07-28,02:00,192.168.2.184,256,81,5,0.0117,0.9453,0.043,0.0,0.3164,76119,297.34,0.365611813548061,0.22483025315886507,-0.3372453797382976,0.20715548705947737,established,-0.334047,Normal
2026-07-28,02:00,192.168.2.185,100,43,2,0.0,0.97,0.03,0.0,0.43,31951,319.51,-0.20753561830049083,0.47214353163361666,-0.6744907594765952,-0.26587418810791147,established,-0.339597,Normal
2026-07-28,02:00,192.168.2.191,70,26,7,0.1571,0.6857,0.1571,0.0,0.3714,30043,429.19,-0.41548630783758267,-0.4410131888885431,0.6744907594765952,-0.34065112565872296,established,-0.313104,Normal
2026-07-28,02:00,192.168.2.194,154,59,13,0.0195,0.7792,0.0909,0.1104,0.3831,36434,236.58,0.40232782144217955,0.5745662025170996,1.2140833670578715,-0.03580988415014059,established,-0.264857,Normal
2026-07-28,02:00,192.168.2.195,64,18,2,0.1406,0.8594,0.0,0.0,0.2812,28623,447.23,0.6969737847924817,0.11241512657943253,0.0,0.9287938345465431,established,-0.335084,Normal
2026-07-28,03:00,172.30.252.114,6,2,5,0.0,0.0,0.1667,0.8333,0.3333,788,131.33,0.0,0.0,0.3372453797382976,0.0,established,-0.127245,Normal
2026-07-28,03:00,192.168.2.135,50,24,2,0.26,0.74,0.0,0.0,0.48,27909,558.18,0.8029651898530895,0.5246039240373518,-1.3489815189531904,2.2176263314461266,established,-0.275587,Normal
2026-07-28,03:00,192.168.2.145,15,12,3,0.0667,0.8667,0.0667,0.0,0.8,9296,619.73,-0.49699319119328067,0.0,0.6744907594765952,-0.5211466666622017,established,-0.282845,Normal
2026-07-28,03:00,192.168.2.146,151,34,2,0.0,0.9801,0.0199,0.0,0.2252,55084,364.79,-0.28545863603316574,-0.762467815060499,-2.5,-0.31943111144093705,established,-0.291661,Normal
2026-07-28,03:00,192.168.2.163,287,35,2,0.4599,0.5401,0.0,0.0,0.122,47740,166.34,0.1724034676689055,0.20527979636244204,-1.3489815189531904,-0.11775523215120463,established,-0.259061,Normal
2026-07-28,03:00,192.168.2.165,3,1,1,0.0,1.0,0.0,0.0,0.3333,132,44.0,0.6744907594765952,0.0,0.0,0.6744907594765952,established,-0.34443,Normal
2026-07-28,03:00,192.168.2.166,844,103,4,0.2512,0.7382,0.0107,0.0,0.122,105617,125.14,1.976214964071553,1.4988683543924337,1.0,1.9826521508561255,established,-0.285058,Normal
2026-07-28,03:00,192.168.2.170,8,5,2,0.0,0.75,0.25,0.0,0.625,5184,648.0,-0.1927116455647415,0.6744907594765952,1.0,-0.42262714503425197,established,-0.276193,Normal
2026-07-28,03:00,192.168.2.172,58,21,4,0.0862,0.8276,0.0862,0.0,0.3621,27129,467.74,-0.8054598389866137,-0.5620756328971627,0.0,0.6217223804246972,established,-0.324861,Normal
2026-07-28,03:00,192.168.2.175,77,21,4,0.2338,0.6364,0.1299,0.0,0.2727,20032,260.16,-0.29325685194634576,-0.5620756328971627,-0.6744907594765952,-0.9253624554745128,established,-0.299562,Normal
2026-07-28,03:00,192.168.2.180,6,1,1,0.0,0.0,1.0,0.0,0.1667,884,147.33,1.011736139214893,0.0,0.0,0.0,established,-0.164043,Normal
2026-07-28,03:00,192.168.2.184,367,83,6,0.0163,0.9428,0.0409,0.0,0.2262,109702,298.92,1.065317180855557,0.28103781644858133,0.0,0.9073973312384838,established,-0.325264,Normal
2026-07-28,03:00,192.168.2.185,35,15,2,0.0,0.9714,0.0286,0.0,0.4286,22410,640.29,-1.3316868840948162,-1.41643059490085,-0.6744907594765952,-0.7156446896571284,established,-0.317448,Normal
2026-07-28,03:00,192.168.2.186,90,19,5,0.1222,0.4556,0.4222,0.0,0.2111,5697,63.3,0.0,1.5176042088223392,0.6744907594765952,-0.5081187728892023,established,-0.247453,Normal
2026-07-28,03:00,192.168.2.189,34,15,3,0.0588,0.9412,0.0,0.0,0.4412,11788,346.71,0.0,0.40469445568595713,2.0,0.0,established,-0.309618,Normal
2026-07-28,03:00,192.168.2.191,210,50,9,0.1571,0.7,0.1333,0.0095,0.2381,88483,421.35,1.0953729933899907,0.804200520914402,1.3489815189531904,1.4483986863831346,established,-0.303612,Normal
2026-07-28,03:00,192.168.2.192,53,25,8,0.0189,0.8302,0.1132,0.0377,0.4717,21424,404.23,-0.8937002563064886,-0.6744907594765952,0.0,-0.8502073014280674,established,-0.291985,Normal
2026-07-28,03:00,192.168.2.194,100,37,11,0.0,0.74,0.09,0.17,0.37,36230,362.3,-0.23666342437775267,-0.5246039240373518,0.6744907594765952,-0.0449930599724268,established,-0.266213,Normal
2026-07-28,03:00,192.168.2.195,37,21,2,0.0541,0.9459,0.0,0.0,0.5676,17839,482.14,0.08993210126354603,0.28103781644858133,0.0,0.2652553971997447,established,-0.32251,Normal
2026-07-28,04:00,172.30.252.114,3,2,3,0.0,0.0,0.3333,0.6667,0.6667,424,141.33,-0.5058680696074465,0.0,-0.3372453797382976,-0.4910292728989613,established,-0.105439,Normal
2026-07-28,04:00,192.168.2.135,40,22,4,0.225,0.725,0.025,0.025,0.55,13793,344.83,0.4817791139118537,0.3747170885981084,0.0,0.7329683615768582,established,-0.284264,Normal
2026-07-28,04:00,192.168.2.145,38,23,7,0.1316,0.7105,0.1579,0.0,0.6053,15833,416.66,0.31949562290996614,1.0599140506060782,3.3724537973829762,-0.06509100937025893,established,-0.25435,Normal
2026-07-28,04:00,192.168.2.146,102,33,4,0.0,0.9608,0.0392,0.0,0.3235,37233,365.03,-0.5330245327698936,-0.7917935002551336,-0.5,-0.5879009327800536,established,-0.332963,Normal
2026-07-28,04:00,192.168.2.152,74,31,4,0.2703,0.6216,0.1081,0.0,0.4189,23500,317.57,-0.915380316432522,-0.7494341771962169,0.0,-0.7179801320926331,established,-0.301126,Normal
2026-07-28,04:00,192.168.2.158,140,70,8,0.0357,0.8643,0.0929,0.0071,0.5,42970,306.93,0.49462655694950314,1.5007419398354245,1.3489815189531904,0.009607685398450633,established,-0.297474,Normal
2026-07-28,04:00,192.168.2.163,202,27,4,0.5545,0.4356,0.0099,0.0,0.1337,29866,147.85,-0.3417823130980056,-0.2639311667517112,0.0,-0.6805997352854823,established,-0.247255,Normal
2026-07-28,04:00,192.168.2.165,2,1,1,0.0,1.0,0.0,0.0,0.5,88,44.0,0.0,0.0,0.0,0.0,established,-0.34333,Normal
2026-07-28,04:00,192.168.2.166,621,96,4,0.2625,0.7327,0.0048,0.0,0.1546,75044,120.84,1.018180318445561,1.236566392373758,1.0,1.037202332439824,established,-0.303203,Normal
2026-07-28,04:00,192.168.2.170,24,13,1,0.0,1.0,0.0,0.0,0.5417,12102,504.25,1.3489815189531904,3.3724537973829762,0.0,0.738967844773835,established,-0.288443,Normal
2026-07-28,04:00,192.168.2.172,62,21,3,0.0,0.8387,0.1613,0.0,0.3387,33454,539.58,-0.77926602308461,-0.5620756328971627,-0.6744907594765952,1.2710608969679948,established,-0.3059,Normal
2026-07-28,04:00,192.168.2.175,87,35,4,0.1954,0.7241,0.0805,0.0,0.4023,30083,345.78,0.0,1.0117361392148927,-0.6744907594765952,-0.2699136859202966,established,-0.315778,Normal
2026-07-28,04:00,192.168.2.180,6,2,2,0.0,0.0,0.8333,0.1667,0.3333,2108,351.33,1.011736139214893,1.0,1.0,1.1660687706205546,established,-0.133424,Normal
2026-07-28,04:00,192.168.2.184,481,104,10,0.0437,0.8794,0.0686,0.0083,0.2162,135299,281.29,1.7839335040362285,0.8712172309906021,1.3489815189531904,1.4411224447021418,established,-0.309261,Normal
2026-07-28,04:00,192.168.2.185,31,20,3,0.0,0.9032,0.0968,0.0,0.6452,19358,624.45,-1.4008654235283131,-1.0791852151625523,0.0,-0.8595184524417641,established,-0.290536,Normal
2026-07-28,04:00,192.168.2.189,50,17,1,0.0,1.0,0.0,0.0,0.34,16930,338.6,0.6744907594765952,0.6744907594765952,0.0,0.6071833832683216,established,-0.338015,Normal
2026-07-28,04:00,192.168.2.191,187,36,2,0.0,0.9947,0.0053,0.0,0.1925,119408,638.55,0.8471603939026036,0.07782585686268406,-1.011736139214893,2.395119518645189,established,-0.310014,Normal
2026-07-28,04:00,192.168.2.192,171,58,12,0.0526,0.8363,0.0351,0.076,0.3392,64614,377.86,1.0960474841494672,1.1803588290840417,2.5,0.31808048288290686,established,-0.26452,Normal
2026-07-28,04:00,192.168.2.194,53,24,7,0.0189,0.717,0.1509,0.1132,0.4528,27068,510.72,-0.7928224716654715,-1.174113544274073,-0.40469445568595713,-0.45742569175569275,established,-0.256281,Normal
2026-07-28,04:00,192.168.2.195,67,23,3,0.0896,0.8955,0.0149,0.0,0.3433,35628,531.76,0.7644228607401413,0.39345294302801387,0.6744907594765952,1.359810781283776,established,-0.326877,Normal
2026-07-28,05:00,172.30.252.114,11,2,4,0.0,0.0,0.0,1.0,0.1818,1584,144.0,0.8431134493457441,0.0,0.0,1.0737892890867395,established,-0.108609,Normal
2026-07-28,05:00,192.168.2.101,63,16,5,0.5556,0.3968,0.0476,0.0,0.254,7872,124.95,-0.9533667465678798,-0.5395926075812761,0.6744907594765952,-1.0865134272414945,established,-0.235746,Normal
2026-07-28,05:00,192.168.2.113,28,13,3,0.1786,0.4286,0.3929,0.0,0.4643,1752,62.57,-0.8270541455486822,0.26979630379063807,-0.6744907594765952,-0.7495268879718708,established,-0.236749,Normal
2026-07-28,05:00,192.168.2.145,11,6,1,0.0,1.0,0.0,0.0,0.5455,7098,645.27,-0.6389912458199323,-0.5781349366942244,-0.6744907594765952,-0.6744907594765952,established,-0.336093,Normal
2026-07-28,05:00,192.168.2.152,59,23,3,0.2542,0.7458,0.0,0.0,0.3898,18328,310.64,-0.9876471835193001,-1.0492078480747036,-0.6744907594765952,-0.7685141772892513,established,-0.3052,Normal
2026-07-28,05:00,192.168.2.165,3,1,1,0.0,1.0,0.0,0.0,0.3333,132,44.0,0.6744907594765952,0.0,0.0,0.6744907594765952,established,-0.34443,Normal
2026-07-28,05:00,192.168.2.166,32,22,2,0.25,0.75,0.0,0.0,0.6875,3008,94.0,-1.5122340594634491,-1.5363400632522446,-1.0,-1.190463356875476,established,-0.246344,Normal
2026-07-28,05:00,192.168.2.168,181,53,5,0.0276,0.9337,0.0387,0.0,0.2928,61721,341.0,-1.2727347374471405,-0.5246039240373518,0.0,-1.1282888263467545,established,-0.320106,Normal
2026-07-28,05:00,192.168.2.170,6,2,1,0.0,1.0,0.0,0.0,0.3333,6250,1041.67,-0.385423291129483,-0.3372453797382976,0.0,-0.24363606970389337,established,-0.343499,Normal
2026-07-28,05:00,192.168.2.175,150,35,7,0.2,0.6133,0.1867,0.0,0.2333,47400,316.0,1.8475181672619783,1.0117361392148927,1.3489815189531904,0.8593676136887336,established,-0.296592,Normal
2026-07-28,05:00,192.168.2.180,1,1,1,0.0,0.0,1.0,0.0,1.0,60,60.0,-0.6744907594765952,0.0,0.0,-0.7850005449275629,established,-0.118332,Normal
2026-07-28,05:00,192.168.2.185,238,85,4,0.0,0.979,0.021,0.0,0.3571,66601,279.84,2.1791239921551537,3.3050047214353167,0.6744907594765952,1.3675549994699487,established,-0.291983,Normal
2026-07-28,05:00,192.168.2.189,47,7,1,0.0,1.0,0.0,0.0,0.1489,21943,466.87,0.5480237420747336,-0.6744907594765952,0.0,1.1991340445526653,established,-0.321582,Normal
2026-07-28,05:00,192.168.2.191,164,36,4,0.0305,0.9634,0.0061,0.0,0.2195,122715,748.26,0.5989477944152165,0.07782585686268406,-0.3372453797382976,2.496358186140439,established,-0.317528,Normal
2026-07-28,05:00,192.168.2.192,272,54,9,0.0846,0.8676,0.0331,0.0147,0.1985,88313,324.68,2.79913665182787,0.9555285759251765,0.625,0.9591374914586369,established,-0.299451,Normal
2026-07-28,05:00,192.168.2.194,83,35,11,0.0602,0.6145,0.0964,0.2289,0.4217,23649,284.93,-0.4378273350988425,-0.6245284809968473,0.6744907594765952,-0.6113339179144994,established,-0.252191,Normal
2026-07-28,05:00,192.168.2.195,8,6,1,0.0,1.0,0.0,0.0,0.75,6420,802.5,-0.5620756328971627,-0.5620756328971627,-0.6744907594765952,-0.43735452639661,established,-0.314051,Normal
2026-07-28,05:00,192.168.2.198,21,15,6,0.1429,0.4762,0.381,0.0,0.7143,7499,357.1,-0.6744907594765952,-0.6070416835289357,0.6744907594765952,-0.9796362657405585,established,-0.223906,Normal
2026-07-28,05:00,192.168.2.200,80,43,7,0.025,0.85,0.125,0.0,0.5375,27999,349.99,-0.8918266708634981,0.9105625252934035,2.023472278429786,-0.36954247837645066,established,-0.287743,Normal
2026-07-28,06:00,172.30.252.114,3,2,2,0.0,0.0,0.3333,0.6667,0.6667,424,141.33,-0.5058680696074465,0.0,-0.6744907594765952,-0.4910292728989613,established,-0.106982,Normal
2026-07-28,06:00,192.168.2.101,133,20,3,0.6767,0.3233,0.0,0.0,0.1504,18723,140.77,-0.4993825815355561,-0.26979630379063807,-0.6744907594765952,-0.6757777388706243,established,-0.205848,Normal
2026-07-28,06:00,192.168.2.113,31,4,3,0.129,0.4839,0.3871,0.0,0.129,1952,62.97,-0.7788762341574968,-0.9442870632672333,-0.6744907594765952,-0.7256869742323075,established,-0.243974,Normal
2026-07-28,06:00,192.168.2.145,57,20,7,0.193,0.5263,0.2807,0.0,0.3509,24767,434.51,0.9939863823865613,0.770846582258966,3.3724537973829762,0.5581920321237317,established,-0.24791,Normal
2026-07-28,06:00,192.168.2.152,22,11,2,0.5,0.5,0.0,0.0,0.5,9194,417.91,-1.165905455666686,-1.4988683543924337,-1.3489815189531904,-0.8577597242393502,established,-0.223752,Normal
2026-07-28,06:00,192.168.2.165,1,1,1,0.0,1.0,0.0,0.0,1.0,44,44.0,-0.6744907594765952,0.0,0.0,-0.6744907594765952,established,-0.270545,Normal
2026-07-28,06:00,192.168.2.166,846,94,4,0.2163,0.7766,0.0071,0.0,0.1111,76613,90.56,1.984807203045777,1.1616229746541362,1.0,1.0857226204421522,established,-0.293141,Normal
2026-07-28,06:00,192.168.2.168,441,69,3,0.0,0.9841,0.0159,0.0,0.1565,127538,289.2,0.2522008926738573,0.6744907594765952,-1.3489815189531904,-0.0029920375895666454,established,-0.312757,Normal
2026-07-28,06:00,192.168.2.170,4,2,1,0.0,1.0,0.0,0.0,0.5,3744,936.0,-0.5781349366942244,-0.3372453797382976,0.0,-0.6644162148989015,established,-0.340181,Normal
2026-07-28,06:00,192.168.2.175,88,26,6,0.1705,0.6932,0.1364,0.0,0.2955,39343,447.08,0.029325685194634576,0.0,0.6744907594765952,0.3339521588784341,established,-0.321195,Normal
2026-07-28,06:00,192.168.2.180,4,4,4,0.0,0.0,0.25,0.75,1.0,3860,965.0,0.3372453797382976,3.0,3.0,2.835147599155858,established,-0.024564,Normal
2026-07-28,06:00,192.168.2.185,75,32,1,0.0,1.0,0.0,0.0,0.4267,17830,237.73,-0.6399014897598467,-0.26979630379063807,-1.3489815189531904,-0.9315496154610706,established,-0.326204,Normal
2026-07-28,06:00,192.168.2.189,74,25,3,0.1892,0.7973,0.0135,0.0,0.3378,22452,303.41,1.6862268986914881,1.7536759746391475,2.0,1.2592383506754923,established,-0.28739,Normal
2026-07-28,06:00,192.168.2.191,27,14,2,0.037,0.963,0.0,0.0,0.5185,9846,364.67,-0.8795359503574801,-1.0636200437900156,-1.011736139214893,-0.9589509041291097,established,-0.320369,Normal
2026-07-28,06:00,192.168.2.192,121,37,7,0.0909,0.7934,0.0992,0.0165,0.3058,56861,469.93,0.25293403480372323,0.0,-0.625,0.10836214086477802,established,-0.317707,Normal
2026-07-28,06:00,192.168.2.194,134,62,9,0.0,0.8358,0.0896,0.0746,0.4627,52274,390.1,0.16566439706442687,0.724453037956343,0.13489815189531904,0.6772367091097299,established,-0.287548,Normal
2026-07-28,06:00,192.168.2.195,15,12,1,0.0,1.0,0.0,0.0,0.8,5672,378.13,-0.40469445568595713,-0.22483025315886507,-0.6744907594765952,-0.48337889130159933,established,-0.30644,Normal
2026-07-28,06:00,192.168.2.198,32,14,2,0.0,0.9688,0.0312,0.0,0.4375,23498,734.31,-0.5714435601121154,-0.6744907594765952,-0.6744907594765952,-0.5133939818405349,established,-0.337445,Normal
2026-07-28,06:00,192.168.2.200,184,63,4,0.0543,0.8967,0.0435,0.0054,0.3424,68633,373.01,-0.11241512657943253,2.259544044246594,0.0,1.0214064416688178,established,-0.306715,Normal
2026-07-28,07:00,172.30.252.114,1,1,1,0.0,0.0,1.0,0.0,1.0,136,136.0,-0.8431134493457441,-0.6744907594765952,-1.011736139214893,-0.8795359503574801,established,-0.101064,Normal
2026-07-28,07:00,192.168.2.101,273,37,4,0.6557,0.3077,0.0366,0.0,0.1355,40081,146.82,0.40858574852909135,0.8768379873195737,0.0,0.1326724345903511,established,-0.208081,Normal
2026-07-28,07:00,192.168.2.145,35,16,7,0.0286,0.4571,0.4286,0.0857,0.4571,24300,694.29,0.21299708193997743,0.385423291129483,3.3724537973829762,0.5256116447969247,established,-0.194032,Normal
2026-07-28,07:00,192.168.2.152,572,91,4,0.0769,0.3811,0.542,0.0,0.1591,80092,140.02,1.4838796708485094,1.4988683543924337,0.0,-0.16503684404796573,established,-0.214966,Normal
2026-07-28,07:00,192.168.2.162,111,62,7,0.009,0.9009,0.0631,0.027,0.5586,42923,386.69,-0.04473663200610071,0.8712172309906021,0.6744907594765952,0.1897371718791906,established,-0.296891,Normal
2026-07-28,07:00,192.168.2.163,210,18,5,0.3524,0.6286,0.019,0.0,0.0857,30884,147.07,-0.2933883572611199,-0.7917935002551336,0.6744907594765952,-0.6485433570718372,established,-0.278292,Normal
2026-07-28,07:00,192.168.2.165,2,1,1,0.0,1.0,0.0,0.0,0.5,88,44.0,0.0,0.0,0.0,0.0,established,-0.34333,Normal
2026-07-28,07:00,192.168.2.166,646,82,3,0.2786,0.7214,0.0,0.0,0.1269,80862,125.17,1.1255833056233628,0.7119624683364061,0.0,1.2171201371546392,established,-0.308232,Normal
2026-07-28,07:00,192.168.2.168,276,51,3,0.0,0.971,0.029,0.0,0.1848,88263,319.79,-0.7155467187490836,-0.6744907594765952,-1.3489815189531904,-0.6744907594765952,established,-0.31205,Normal
2026-07-28,07:00,192.168.2.170,7,3,1,0.0,1.0,0.0,0.0,0.4286,7478,1068.29,-0.2890674683471122,0.0,0.0,-0.0374437240137617,established,-0.346583,Normal
2026-07-28,07:00,192.168.2.172,161,41,8,0.1242,0.7453,0.1304,0.0,0.2547,60421,375.29,-0.1309690795100185,1.686226898691488,2.697963037906381,4.039552877303664,established,-0.264901,Normal
2026-07-28,07:00,192.168.2.175,86,24,5,0.2326,0.6279,0.1395,0.0,0.2791,25544,297.02,-0.029325685194634576,-0.22483025315886507,0.0,-0.5659122895424822,established,-0.309898,Normal
2026-07-28,07:00,192.168.2.180,4,4,4,0.0,0.0,0.25,0.75,1.0,3860,965.0,0.3372453797382976,3.0,3.0,2.835147599155858,established,-0.024564,Normal
2026-07-28,07:00,192.168.2.181,144,51,9,0.0972,0.8542,0.0278,0.0208,0.3542,36038,250.26,-0.20380296329508632,-0.025941952287561354,2.697963037906381,-0.11112905357853295,established,-0.291948,Normal
2026-07-28,07:00,192.168.2.184,144,53,7,0.0347,0.9444,0.0208,0.0,0.3681,45736,317.61,-0.3403972057171602,-0.5620756328971627,0.3372453797382976,-0.42636289878129774,established,-0.334331,Normal
2026-07-28,07:00,192.168.2.185,87,29,5,0.0575,0.931,0.0115,0.0,0.3333,21634,248.67,-0.4323658714593559,-0.47214353163361666,1.3489815189531904,-0.7522259609287133,established,-0.31805,Normal
2026-07-28,07:00,192.168.2.186,61,9,3,0.1311,0.8525,0.0164,0.0,0.1475,3852,63.15,-0.4075048338504429,-0.1686226898691488,-0.6744907594765952,-0.6742206750827845,established,-0.314629,Normal
2026-07-28,07:00,192.168.2.189,25,12,1,0.0,1.0,0.0,0.0,0.48,11286,451.44,-0.3794010522055848,0.0,0.0,-0.059277724309742784,established,-0.342894,Normal
2026-07-28,07:00,192.168.2.191,165,53,6,0.1273,0.8364,0.0364,0.0,0.3212,93760,568.24,0.6097396465668421,0.9598522346397702,0.3372453797382976,1.6099458434355796,established,-0.328272,Normal
2026-07-28,07:00,192.168.2.192,106,29,5,0.0472,0.8868,0.0566,0.0094,0.2736,52855,498.63,0.0,-0.44966050631773014,-1.875,0.0,established,-0.293466,Normal
2026-07-28,07:00,192.168.2.194,151,54,13,0.0,0.7152,0.1192,0.1656,0.3576,45716,302.75,0.36682830778551667,0.32475481011836066,1.2140833670578715,0.38202461576388197,established,-0.2541,Normal
2026-07-28,07:00,192.168.2.195,2,2,1,0.0,1.0,0.0,0.0,1.0,2506,1253.0,-0.6969737847924817,-0.7869058860560277,-0.6744907594765952,-0.6781825534529312,established,-0.272737,Normal
2026-07-28,07:00,192.168.2.198,51,20,4,0.1373,0.8039,0.0588,0.0,0.3922,27386,536.98,-0.39345294302801387,-0.26979630379063807,0.0,-0.4000900253555488,established,-0.327504,Normal
2026-07-28,07:00,192.168.2.200,246,69,6,0.0285,0.9024,0.061,0.0081,0.2805,82832,336.72,0.35223406328222195,2.664238499932551,1.3489815189531904,1.507454670140609,established,-0.294042,Normal
2026-07-28,08:00,172.30.252.114,4,1,4,0.0,0.0,0.0,1.0,0.25,576,144.0,-0.3372453797382976,-0.6744907594765952,0.0,-0.28598408201807635,established,-0.113634,Normal
2026-07-28,08:00,192.168.2.101,352,54,7,0.5966,0.3693,0.0227,0.0114,0.1534,44776,127.2,0.9209393062084281,2.023472278429786,2.023472278429786,0.3103891479717201,established,-0.19351,Normal
2026-07-28,08:00,192.168.2.135,25,17,6,0.28,0.6,0.08,0.04,0.68,6824,272.96,0.0,0.0,1.3489815189531904,0.0,established,-0.242233,Normal
2026-07-28,08:00,192.168.2.145,52,28,4,0.0,0.75,0.25,0.0,0.5385,33846,650.88,0.8164888141032468,1.541693164517932,1.3489815189531904,1.1915910397042042,established,-0.264423,Normal
2026-07-28,08:00,192.168.2.146,546,83,7,0.0092,0.9762,0.011,0.0037,0.152,234685,429.83,1.710225633579232,0.6744907594765953,2.5,2.3816751785331083,established,-0.282323,Normal
2026-07-28,08:00,192.168.2.152,337,57,4,0.2849,0.7122,0.003,0.0,0.1691,179291,532.02,0.3516987531556532,0.22483025315886507,0.0,0.8042065336510547,established,-0.315206,Normal
2026-07-28,08:00,192.168.2.162,245,79,5,0.0,0.9347,0.0612,0.0041,0.3224,87444,356.91,0.8775262431965908,1.3489815189531904,0.13489815189531904,1.3499196508289837,established,-0.314422,Normal
2026-07-28,08:00,192.168.2.163,83,17,3,0.5783,0.4217,0.0,0.0,0.2048,17924,215.95,-1.0616424061716812,-0.8504448706444028,-0.6744907594765952,-1.0566481327583226,established,-0.232627,Normal
2026-07-28,08:00,192.168.2.165,2,1,1,0.0,1.0,0.0,0.0,0.5,88,44.0,0.0,0.0,0.0,0.0,established,-0.34333,Normal
2026-07-28,08:00,192.168.2.166,559,70,3,0.3381,0.6619,0.0,0.0,0.1252,61785,110.53,0.7518209102446125,0.2623019620186759,0.0,0.6271765206980344,established,-0.308126,Normal
2026-07-28,08:00,192.168.2.168,240,51,4,0.0042,0.9708,0.025,0.0,0.2125,80059,333.58,-0.9266916521504526,-0.6744907594765952,-0.6744907594765952,-0.8147574816754795,established,-0.322231,Normal
2026-07-28,08:00,192.168.2.170,63,24,4,0.0,0.9683,0.0317,0.0,0.381,25556,405.65,5.106858607465649,7.0821529745042495,3.0,2.998016557245359,established,-0.19563,Normal
2026-07-28,08:00,192.168.2.172,32,20,3,0.0938,0.8438,0.0625,0.0,0.625,21073,658.53,-0.9757196423496377,-0.6744907594765952,-0.6744907594765952,0.0,established,-0.303652,Normal
2026-07-28,08:00,192.168.2.175,110,35,7,0.1273,0.7091,0.1636,0.0,0.3182,34222,311.11,0.6744907594765953,1.0117361392148927,1.3489815189531904,0.0,established,-0.305068,Normal
2026-07-28,08:00,192.168.2.180,3,2,3,0.0,0.0,0.3333,0.6667,0.6667,2587,862.33,0.0,1.0,2.0,1.622397970887912,established,-0.078465,Normal
2026-07-28,08:00,192.168.2.181,49,21,5,0.0816,0.8367,0.0612,0.0204,0.4286,24175,493.37,-0.6647858564625434,-0.804200520914402,0.0,-0.4040573865642315,established,-0.315904,Normal
